店名 住所 電話番号
（有）クリーニングショップでうし 石川郡玉川村大字中字山ノ根48-1 0247-57-2515
白光舎クリーニング 石川郡浅川町大字浅川字本町西裏53-13 0247-36-3162
角田クリーニング 石川郡古殿町大字竹貫字古町1 0247-53-2448
あさかクリーニング 田村郡三春町中町15 0247-62-3364
吉田クリーニング店 田村郡小野町大字小野新町字中通154 0247-72-2441
中屋クリーニング 田村郡小野町大字小野新町字中通47 0247-72-2418
ファッションクリーニング泉川 田村郡小野町大字小野新町字中通95-1 0247-72-3441
しみぬき塚越クリーニング店 田村郡小野町大字小野新町字品ノ木116-1 0247-72-2525
旭クリーニング店 田村郡小野町大字小野新町字本町20-4 0247-72-3824
いせやクリーニング 田村郡小野町大字谷津作字平舘32 0247-72-2817
河口クリーニング 双葉郡楢葉町下小塙街道東1-2 0240-25-2556
菅波クリーニング 双葉郡楢葉町大字井出字西原61-5 0240-25-2427
光洋舎クリーニング 双葉郡楢葉町北田字鐘突堂4-107 0240-25-2358
クリーニングショップワタナベ 双葉郡富岡町中央1-157 0240-22-3071
宇佐神クリーニング 双葉郡富岡町仏浜釜田187 0240-22-3241
宍戸クリーニング店２ 双葉郡富岡町大字本岡新夜ノ森219-1 0240-22-0456
クリーニングイトウ 双葉郡富岡町本町1-36 0240-22-1783
鈴木クリーニング 双葉郡富岡町夜ノ森2の14-11 0240-22-3120
白英舎クリーニング店 双葉郡富岡町字夜ノ森北2の1 0240-22-3446
双葉クリーニング 双葉郡双葉町大字長塚字寺内前266 0240-33-2302
ファッションクリーニング一條 双葉郡双葉町新山広町24-5 0240-33-3217
青田クリーニング 双葉郡浪江町大字権現堂字下続町11 0240-35-2239
原中クリーニング店 双葉郡浪江町大字権現堂字蛭子町8 0240-35-3656
