店名 住所 電話番号
（株）清晃舎クリーニング 札幌市清田区清田6条3丁目9-38 011-881-0662
（株）小山商会札幌営業所 札幌市清田区平岡1条3丁目7-5 011-881-8171
勝村クリーニング 函館市松蔭町17-14 0138-51-8934
（有）勝田クリーニング店 函館市時任町19-10 0138-51-8714
ファッションクリーニングあべ 函館市千代台町6-8 0138-52-5564
（有）新藤ドライクリーニング商会 函館市梁川町18-16 0138-51-8683
（有）ささきクリーニング店 函館市上新川町22-12 0138-42-8772
（名）桜井クリーニング店 函館市新川町29-7 0138-22-3084
（有）不二屋クリーニング 函館市新川町32-14 0138-23-2892
（株）モリチクリーニング 函館市大町3-14 0138-23-0935
（有）日新堂クリーニング店 函館市元町31-20 0138‐23‐3087
清田クリーニング店 函館市若松町7-7 0138-22-7428
日下部クリーニング 函館市亀田町15-12 0138-42-8504
（有）魚住クリーニング工場 函館市亀田町9-6 0138-41-5181
（株）北洋舎クリーニング工場 函館市松川町18-3 0138-41-6252
峰屋クリーニング店 函館市万代町3-26 0138-42-1414
（有）白光舎 函館市吉川町4-27 0138-41-6477
（有）大丸西谷ドライクリーニング店 函館市美原4丁目37-8 0138-46-2726
（有）川瀬クリーニング総本店 函館市富岡町1丁目45-11 0138-42-0211
杉谷ドライクリーニング店 函館市富岡町3丁目23-21 0138-42-6746
道南トリニティ（株） 函館市昭和2丁目12-10 0138-42-0332
（株）エンパイアー函館支店 函館市亀田本町63-3 0138-41-2628
（有）ドライクリーニングママ号舎 函館市亀田本町67-38 0138-40-3577
（株）北海カーペットクリーニングサービス 函館市西桔梗町519-16 0138-48-7966
ワタキューセイモア（株）函館営業所函館工場 函館市西桔梗町830-3 0138-48-1882
（有）ホームクリーナー甲屋 函館市花園町28-18 0138-51-5661
（株）西村クリーニング 函館市本通3丁目23-9 0138-54-6225
キタジマクリーニング 函館市柏木町1-31 0138-52-0520
朝日商事（株） 小樽市若竹町7-15 0134-25-0561
社会福祉法人北海道宏栄社 小樽市天神2丁目8-2 0134-25-1551
サンドライクリーニング店 小樽市奥沢1丁目12-14 0134-27-1856
綿久リネン（株）北海道支店 小樽市花園2丁目7-13 0134-21-2828
（有）光和クリーニング 小樽市花園3丁目4-14 0134-22-6748
（有）クリーニングアサダ 小樽市色内2-2-1007号 0134-22-1433
（有）都クリーニング 小樽市稲穂3丁目16-1 0134-22-6548
旭クリーニング商会 小樽市稲穂5丁目12-7 0134-23-6004
（有）塩谷クリーニング店 小樽市富岡1丁目13-22 0134-22-2342
（有）ドライ緑 小樽市緑1丁目17-7 0134-23-2585
（有）洗濯工房　花洗 小樽市錦町12-10 0134-22-0775
クリーニングの店小野 小樽市赤岩2丁目19-5 0134-34-3028
ワタキューセイモア（株）北海道支店 小樽市新光5丁目13-3 0134-54-6525
（株）丸京橋本ドライクリーニング工場 旭川市1条通11丁目右7号 0166-24-3282
（株）クリーニングおおはし 旭川市2条通13丁目左5号 0166-25-3829
ワタキューセイモア（株）旭川営業所 旭川市工業団地4条２丁目1-25 0166-36-8866
（有）佐々木クリーニング店 旭川市9条通14丁目左6号 0166-23-8523
（株）ニューマルヨシクリーニング 旭川市10条通8丁目2441-8 0166-23-7366
スガイランドリー（株） 旭川市近文町21丁目4061-2 0166-52-9211
（有）杉山クリーニング 旭川市大町1条4丁目14-24 0166-51-0535
（有）北光クリーニング 旭川市春光5条5丁目1-6 0166-51-2562
ねむのき神居ＣＬＥＡＮシルク 旭川市神居町雨粉160番地9 0166-69-5366
（株）ニュー白鳥舎 旭川市忠和4条8丁目4-16 0166-61-4084
クリーニングうえだ 旭川市2条通22丁目1 0166-32-9927
クリーニングもぎ 旭川市4条通20丁目左5号 0166-31-9569
くさのクリーニング店 旭川市東光14条2丁目3-7 0166-31-8123
（有）ラッキークリーニング 旭川市永山9条4丁目3-14 0166-47-1318
（有）クリーニングドレッセ 旭川市永山11条2丁目1-6 0166-26-3788
サンクリーン・チャッピー 旭川市永山12条2丁目13-6 0166-25-0258
（有）道南クリーニング 室蘭市寿町2丁目13-3 0143-44-2433
（株）白ばらクリーニング店 室蘭市御前水町1丁目6-33 0143-24-7015
（有）パールクリーニング 釧路市鳥取南6丁目2ー24 0154-55-4711
（株）エンパイアー釧路支店 釧路市花園町8番3号 0154-45-0819
（株）マルセンクリーニング 釧路市星ヶ浦北4丁目2-6 0154-52-2260
ワタキューセイモア（株）釧路工場 釧路市星ヶ浦北4丁目2-6 0154-52-4688
ホームドライジャンボ 釧路市愛国東1丁目37-9 0154-38-4339
（有）高橋クリーニング 釧路市白樺台1丁目14-3 0154-91-4835
太田寝装（株） 帯広市大通南7-17 0155-22-5511
（株）アサヒクリーナー 帯広市西1条南17丁目12 0155-26-0355
（有）上田クリーニング店 帯広市西3条南4丁目10 0155-23-2539
エースランドリー 帯広市西4条南1丁目1-13 0155-22-9122
（株）ローヤルクリーニング 帯広市西5条南27丁目1-4 0155-23-7544
サン・ドライ 帯広市西5条南4丁目4-1 0155-25-5552
スカイクリーニングたかもり 帯広市西16条南4丁目28-10 0155-34-9274
オーロラクリーニング 帯広市西18条南2丁目10-50 0155-36-4466
ミヤクリーン（株） ホワイトクリーニング 帯広市西18条南4丁目16-10 0155-35-5250
クリーニングサービスやまや 帯広市西5条北2丁目3 0155-22-2995
（株）パールクリーニング 帯広市東1条南5丁目11 0155-23-3034
木村クリーニング商会 帯広市東2条南9丁目19 0155-22-3080
（有）作山クリーニング店 帯広市東4条南21丁目7 0155-24-6885
千佐クリーニング店 帯広市東4条南6丁目2 0155-23-8062
クリーニングいけだ 帯広市東9条南4丁目5 0155-23-4574
（有）前川クリーニング店 帯広市緑ヶ丘1条通5丁目5 0155-24-3928
シルキークリーニング吉沢 帯広市緑ヶ丘通1条1丁目1 0155-24-6045
（株）エンパイアー帯広支店 帯広市西19条南1丁目7-19 0155-35-7023
（有）ミッキークリーニング 帯広市西22条南3丁目32-8 0155-34-2555
（有）阿部クリーニング商会 帯広市大正本町1丁目13 0155-64-5511
（有）ルナ・サンサービス 北見市小泉413-34 0157-61-8671
寿クリーニング 北見市寿町4丁目3 0157-24-4177
米野クリーニング 北見市清月町4-11 0157-24-2840
（株）木村クリーニング店 北見市泉町3丁目2-16 0157-23-5280
瀬野ドライクリーニング 北見市南仲町3丁目4-21 0157-23-2664
（有）一条ドライセンター 北見市本町2丁目1-12 0157-23-5460
（株）ワタキュークリーン北見営業所 北見市本町5丁目8-18 0157-23-5883
（株）オリエンタルクリーニング 北見市本町5丁目8-9 0157-24-4925
サニードライクリーニング 北見市留辺蘂町仲町87-6 0157-42-3226
クリーニングのはやし 北見市留辺蘂町上町52-1 0157-42-2244
（株）東洋リネンサプライ 北見市豊地12-12 0157-36-4435
（株）成中クリーニング 北見市豊地12-12 0157-36-4321
クリーンリース（株） 北見市豊地26-13 0157-36-4121
社会福祉法人北海道博愛舎 夕張市紅葉山230 0123-58-2116
社会福祉法人岩見沢光明舎 岩見沢市2条東14丁目2 0126-22-1778
（株）錦屋 岩見沢市4条東11丁目1-6 0126-22-4031
（有）村上ドライクリーニング店 岩見沢市2条西10丁目1 0126-22-1766
（有）宮川クリーニング工場 岩見沢市4条西8丁目11 0126-23-2801
（株）クリーンスター 網走市新町2丁目1-12 0152-67-6151
（有）菅原クリーニング商会 網走市北3条東1丁目4 0152-43-3623
（有）北光舎 網走市北10条東1丁目15-2 0152-43-3057
田宮クリーニング商会 網走市字呼人530-4 0152-48-2305
（有）大友クリーニング商会 留萌市塩見町109-14 0164-42-0713
ミツワクリーニング 苫小牧市寿町1丁目3-14 0144-32-2740
㊥ヒロノクリーニング 苫小牧市錦町1丁目2-5 0144-32-5752
（有）スタークリーニング 苫小牧市新開町3丁目16-8 0144-55-2033
（有）大貴クリーニング 苫小牧市新開町4丁目4-1 0144-53-2033
カクサダクリーニング（株） 苫小牧市新明町3丁目3-6 0144-51-2100
赤川クリーニング店 稚内市潮見2丁目8-19 0162-33-4540
（株）畑クリーニング店 稚内市中央1丁目2-17 0162-23-5579
空知クリーニング（株） 美唄市西1条北1丁目2-20 0126-63-2511
村上クリーニング店 美唄市南美唄町中央通2丁目 0126-63-2457
（有）芦別ドライクリーニング 芦別市北2条西1丁目1-17 0124-22-2477
（有）おおやま 芦別市北6条西3丁目14 0124-22-9582
社会福祉法人芦別白光舎 芦別市本町1065-27 0124-22-2139
（有）オーケードライクリーニング商会 江別市錦町14-1 011-383-7222
（株）今仁 江別市野幌町59-1　ニコルハイツ野幌906号室 011-557-0784
（有）北洋舎クリーニング 江別市大麻扇町3番21号 011-386-9502
社会福祉法人北海道光生舎 赤平市錦町2丁目6 0125-32-3221
ドライクリーニングパール 赤平市本町1丁目2 0125-32-6549
（有）くみあいクリーニング 紋別市本町3丁目1-27 0158-23-6594
ミツワクリーニング 紋別市落石町2丁目3-1 0158-24-3228
山田ドライクリーニング店 紋別市港町1丁目1-1 0158-23-3648
（株）ワコードライセンター 紋別市南が丘3丁目5-34 0158-23-4270
（株）山口クリーニング 士別市東1条6丁目275-1 0165-23-4155
沢田クリーニング 士別市大通東3丁目719-26 0165-23-3262
マルイクリーニング（株） 名寄市風連町南町10-1 01655-6-7733
ワタキューセイモア（株）名寄工場 名寄市西5条南10丁目2-17 01654-3-8002
（有）ヤマトクリーニング 根室市宝林町4丁目221 0153-23-5426
信太クリーナース（株） 根室市北斗町2丁目20 0153-23-2274
クリーニングあんどう 千歳市東郊2丁目7-18 0123-23-5335
青山クリーニング店 千歳市北栄1丁目29-3 0123-23-5474
ファッションクリーニング関口 千歳市新富2丁目4-5 0123-22-4568
ホワイトクリーニング商会 千歳市朝日町7丁目1-10 0123-23-2302
（有）清報舎 千歳市泉沢1007番地69 0123-48-6761
（株）白生舎 千歳市北信濃776-11 0123-23-4251
（株）エンパイアー千歳支店 千歳市上長都1050-1 0123-24-2126
いずみワークセンター 千歳市清流2丁目4番4 0123-42-8113
（有）三光舎ドライクリーニング 滝川市緑町4丁目4-58 0125-24-7557
ファッションクリーニングさっぽろ 砂川市東4条南8丁目1-13 0125-52-2670
（有）旭クリーニング 深川市7条6-24 0164-23-2553
（有）木村クリーニング 富良野市新富町1-74 0167-22-2752
ＳＰクリーニング 登別市中央町3丁目17-3 0143-85-4435
（株）ダイヤクリーニング 登別市若草町2丁目14-14 0143-86-4100
島松クリーニング 恵庭市島松寿町1丁目23-11 0123-36-8305
北央クリーニングサービス 恵庭市泉町183番地の5 0123-32-0900
（株）サクマ 伊達市舟岡町188-1 0142-22-1211
（株）伊達クリーニング 伊達市鹿島町58番地の9 0142-23-2679
ワタキュークリーン伊達営業所 伊達市松ケ枝町58-101 0142-23-7711
山田クリーニング 伊達市南黄金町43-36 0142-24-2976
社会福祉法人北海道リハビリー 北広島市西の里506番地 011-375-2111
（株）ニューサンクリーンぽぷら 北広島市大曲工業団地1丁目3-10 011-377-6368
（株）エースランドリー 石狩市新港南1丁目19-52 0133-64-2040
タニスギクリーニング 北斗市追分2丁目56-1 0138-49-5482
白栄舎久村クリーニング店 上磯郡木古内町本町232-3 01392-2-2155
佐川ふとんカーペットクリーニング 亀田郡七飯町桜町2丁目1-11 0138-65-2430
大澤クリーニング店 茅部郡森町字新川町221-2 01374-2-2540
相木クリーニング店 二海郡八雲町落部130 0137-67-2454
（有）太陽舎 二海郡八雲町本町265 0137-62-3510
（有）クリーニングの白鳥 山越郡長万部町大町15 01377-2-2471
（有）飯田クリーニング 檜山郡江差町本町98 0139-52-1152
しりべし学園成人寮クリーニング課 寿都郡黒松内町字黒松内565-2 0136-72-3173
（株）長谷クリーニング商会 虻田郡倶知安町南1条西2丁目8 0136-22-0272
アメリカンドライセンター 虻田郡倶知安町北1条西2丁目11 0136-22-5425
白陽舎森クリーニング店 虻田郡倶知安町北3条西2丁目17 0136-22-0612
（有）佐々木クリーニング 岩内郡岩内町字清住101 0135-62-4474
（株）三恵クリーニング 余市郡余市町黒川町8-26 0135-22-5532
社会福祉法人長沼陽風会　クリーンライフ陽風堂 夕張郡長沼町銀座南1丁目1-8 0123-88-2559
北一ドライクリーニング店 夕張郡栗山町中央2丁目84 0123-72-1350
熊田クリーニング店 雨竜郡秩父別町2条1丁目 0164-33-2541
鈴の屋クリーニング店 上川郡当麻町4条南3丁目5-15 0166-84-2548
谷口ドライクリーニング店 上川郡比布町中町2丁目4-11 0166-85-2659
特定非営利活動法人あいねっと 上川郡愛別町字南町29番26号 01658-9-8787
岡本クリーニング 空知郡上富良野町大町1丁目2-6 0167-45-2113
クリーニング白土 上川郡和寒町北町20 0165-32-2294
金比羅クリーニング 苫前郡羽幌町浜町1丁目2 0164-62-5971
合同会社MAKINO 枝幸郡浜頓別町北1条３丁目16 01634-2-2205
大場クリーニング店 枝幸郡中頓別町中頓別本通43 01634-6-1525
（有）ファッションドライオガタ 利尻郡利尻富士町鴛泊字本町69 0163-82-1526
（有）美幌クリーニング商会 網走郡美幌町仲町1丁目44-7 0152-73-3366
シドニークリーニング店 斜里郡斜里町本町25 0152-23-2566
嵯峨井クリーニング店 斜里郡小清水町南町1丁目17-25 0152-62-2709
（株）石山クリーニング店 紋別郡遠軽町大通北11丁目1-52 0158-42-2333
遠軽ドライクリーニング商会 紋別郡遠軽町大通北3丁目2-102 0158-42-2648
岡本クリーニング店 紋別郡遠軽町南町3丁目4-98 0158-42-2224
中村クリーニング 紋別郡滝上町栄町 0158-29-3203
北海道オートランドリー白老 白老郡白老町大町2-3-16 0144-82-3246
社会福祉法人愛誠会ほべつ誠和 勇払郡むかわ町穂別富内114 01454-6-6014
オートランドリー 浦河郡浦河町大通2丁目18 0146-22-4354
（有）三共クリーニング店 浦河郡浦河町大通5丁目78 0146-22-0128
様似ドライクリーニング商会 様似郡様似町大通1丁目42 0146-36-3027
田名部クリーニング店 幌泉郡えりも町字大和274-54 01466-2-3425
（株）きむらクリーニング 日高郡新ひだか町静内神森261-2 0146-42-1487
（有）白光ドライクリーニング 日高郡新ひだか町静内吉野町4丁目1-16 0146-42-1358
相沢クリーニング店 河東郡音更町大通12丁目12 0155-42-2253
（有）シルバークリーナーズ 河東郡音更町木野大通東13丁目2 0155-31-2033
光クリーニング店 河東郡士幌町西2線167 01564-5-2855
（有）馬場クリーニング 上川郡新得町屈足緑町1丁目29 0156-65-2540
（有）白川クリーニング 河西郡芽室町西1条2丁目1 0155-62-2225
ヤスダリネンサプライ（株） 広尾郡大樹町字下大樹199番地 01558-6-2021
広尾クリーニング店 広尾郡広尾町本通11丁目 01558-2-2652
日の出クリーニング店 広尾郡広尾町本通3丁目13 01558-2-2352
（有）ウォッシュ 中川郡幕別町札内新北町180-18 0155-56-5986
札内クリーニング店 中川郡幕別町札内中央町327-3 0155-56-2239
（有）木下クリーニング商会 中川郡本別町北2丁目3番地7 0156-22-2008
富士クリーニング店 足寄郡足寄町南2条1丁目16 0156-25-3291
（有）高橋クリーニング 足寄郡足寄町南3条2丁目4 0156-25-2343
アイナックスクリーニング（有） 釧路郡釧路町曙1丁目1-18 0154-36-8662
（名）石川屋野田口クリーニング店 川上郡弟子屈町湯の島2丁目2-26 015-482-2383
（有）矢合クリーニング 白糠郡白糠町東2条南2丁目2-34 01547-2-2642
（株）ハッピーツリー 標津郡中標津町東35条北4丁目6 0153-72-2255
（有）クリーニングショップうずしお 標津郡標津町南4条西1丁目2-11 0153-82-2803
