店名 住所 電話番号
美術しみぬき家紋高瀬 福岡市南区西長住2-26-28 092-512-1405
（有）ニュー東京 福岡市南区中尾2-24-3 092-541-2070
（有）大橋クリーニング店 福岡市南区大橋2-10-1 092-541-6458
松栄クリーニング大橋工房 福岡市南区南大橋1-19-21 092-541-5813
クリーニング福洗舎 福岡市南区高宮2-4-3 092-524-6915
クリーニングのかりん 福岡市西区今宿東1-26-10 092-805-5560
みなとやクリーニング 福岡市城南区別府2-21-23 092-821-4192
石原ドライ 福岡市城南区別府7-7-32 092-821-2057
旭東洗化（有）パステル店 福岡市城南区茶山5-26-9 092-864-2345
（株）やじまや 福岡市城南区片江1-4-14 092-801-5980
つつみドライ 福岡市城南区堤1-31-4 092-861-2789
サンドライヤジマ 福岡市城南区樋井川1-1-10 092-871-6853
美松クリーニング 福岡市早良区原4-25-33 092-841-4018
（有）レジュイール福岡 福岡市早良区小田部2-10-8 092-843-6731
橋本クリーニング 福岡市早良区干隈3-5-22 092-862-1138
松島屋クリーニング 福岡市早良区野芥7-43-36
（有）みや洗業商事 福岡市早良区田隈1-25-1 092-861-4401
（株）久留米化学ドライセンター 久留米市諏訪野町2408 0942-32-7903
クリーニングの白鳥 久留米市三潴町福光460-2 0942-65-1741
（株）まるみや 飯塚市新飯塚15-12 0948-22-2157
クリーニング ミンクドライ 飯塚市新飯塚6-1 0948-22-4398
大和屋クリーニング店 柳川市三橋町高畑247-1 0944-72-2814
前田クリーニング 柳川市大和町豊原532-1 0944-72-0177
江藤特殊クリーニング 八女市星野村１２０１０-１ 0943-52-3229
松熊クリーニング店 筑後市大字上北島956-1 0942-53-2285
白陽舎クリーニング 大川市大字向島2549-8 0944-86-2289
白川クリーニング 中間市中央1-42-11 093-245-0663
ファッションケアービビッド 筑紫野市美しが丘北1-11-6 092-928-8971
一級舎クリーニング 筑紫野市山口3172-1 092-922-5485
（有）フラワーリネンサービス 筑紫野市紫下の迎459-3 092-924-1658
岡部クリーニング 筑紫野市永岡482 092-924-3835
（有）白美舎 筑紫野市石崎2-6-20 092-922-2459
クリーニングアース 大野城市仲畑2-5-28 092-588-7266
クリーニングのつつい 大野城市筒井720 092-501-7147
鹿児島クリーニング 太宰府市宰府1-7-17 092-922-4121
（有）ラバンダ・ピノ 太宰府市国分2-16-10 092-923-3980
（株）ケミサプライ・アマックス 古賀市薬王寺1750-1 092-946-3301
ニュー福美屋 福津市西福間3-18-15 0940-43-1584
小代クリーニング みやま市瀬高町太神642-5 0944-62-3455
クリーニングまるまさ みやま市高田町下楠田1684 0944-22-5458
合資会社神戸屋ランドリー 糸島市前原中央3-4-1 092-322-2358
ハニー東京 糸島市本1733-15 092-322-2376
（有）クリーニングのアルファー 筑紫郡那珂川町五郎丸2-35-1 092-954-3934
（株）白菱リネンサービス 糟屋郡篠栗町乙犬５３ 092-947-5845
（株）和光舎 糟屋郡志免町片峰中央３丁目１１-３ 092-935-8456
粕屋じゅうたんクリーニング 糟屋郡粕屋町花ヶ浦４丁目１６−２ 092-939-0493
キリン屋クリーニング（有） 遠賀郡遠賀町今古賀451-1 093-293-8509
三ツ葉クリーニング 田川郡川崎町東田原221-11 0947-73-3558
（有）白羊舎 京都郡苅田町京町1-17-1 093-434-0515
郡谷クリーニング店 京都郡みやこ町豊津１９９-３ 093-033-2206
