店名 住所 電話番号
三宅ドライクリーニング店 恵那市岩村町1591-1 0573-43-2258
稲垣クリーニング店 恵那市山岡町原265-2 0573-56-3283
杉浦クリーニング店 恵那市山岡町下手向617-1 0573-56-3449
大島クリーニング店 恵那市明智町107-15 0573-54-2736
中村クリーニング店 恵那市明智町864-1 0573-54-2336
西尾クリーニング店 恵那市明智町876-32 0573-54-2307
ホウトクドライクリーニング店 美濃加茂市川合町1丁目7-16 0574-26-5263
（有）洗濯館 美濃加茂市本郷町9丁目9-26 0574-26-3037
クリーニングのフランス屋 美濃加茂市太田町2690-2 0574-25-2487
琴が丘クリーニング 各務原市那加琴ヶ丘町1-86 058-382-5851
（株）ソフト・ピア　那加店 各務原市那加野畑町2-10 070-5643-8373
タケダクリ－ニング（株） 各務原市蘇原旭町2丁目61 058-383-3732
サンキュ－クリーニング 各務原市蘇原早苗町55-4 058-382-7051
（株）ソフト・ピア　花園店 各務原市蘇原花園町3-9 070-5641-2327
まるたかクリーニング 各務原市蘇原花園町4丁目7-3 058-382-4677
（有）オンダクリーニング 各務原市那加雄飛ヶ丘町17-3 058-382-1412
ヒロセクリーニング 各務原市蘇原寺島町2-68 058-382-3365
まえじまクリーニング 各務原市那加桜町1-20 058-382-0672
サカイランドリー 各務原市那加桜町1丁目53 058-382-5646
美那登クリーニング 各務原市那加西那加町13 058-382-0734
（株）ウヌマドライ 各務原市鵜沼山崎町2丁目84 058-384-0241
クリーニングナカシマ 各務原市鵜沼羽場町7丁目51 058-384-2518
クリーニングハッピ－ 各務原市鵜沼各務原町1丁目95 058-384-0070
浜屋クリーニング 各務原市鵜沼川崎町3-200 058-382-2532
（有）いずみや 可児市下恵土1328-8 0574-62-0291
（株）G-PLAS 山県市西深瀬2303-2 0581-27-0290
HARADAクリーニング 山県市西深瀬667 0581-22-1311
クリ－ニングのプリンス 瑞穂市野田新田4002-1 058-327-7688
洗濯本舗紺屋クリーニング 本巣市仏生寺868-1 058-324-3336
（株）川口タオルサ－ビス 本巣市真正町14条111-2 058-323-1118
あづまクリーニング 郡上市八幡町島谷935 0575-65-2643
森山クリーニング 郡上市八幡町桜町275 0575-65-3519
（有）まるはちクリーニング 郡上市白鳥町白鳥1124-1 0575-82-5508
古田クリーニング 下呂市下呂町宮地434-9 0576-26-2201
ジョイト－カイ（株） 海津市海津町内記131-1 0584-53-0547
（株）ソフト・ピア　岐南店 羽島郡岐南町三宅4-102 070-5440-4281
大橋クリーニング店 養老郡養老町押越301-6 0584-32-3798
（株）白屋綜合クリーニング 養老郡養老町押越37-20 0584-32-1540
清水クリーニング店 養老郡養老町室原717-3 0584-34-1315
クリーニングワタナベ 不破郡垂井町1202 0584-22-0322
（有）栄クリーニング 不破郡垂井町1794-3 0584-22-0449
まきのクリーニング 安八郡輪之内町大藪596-1 0584-69-2070
安八ドライ 安八郡安八町南条556 0584-64-2254
クリーニングすぎやま 揖斐郡大野町黒野622-3 0585-32-0713
十一屋北方支店 本巣郡北方町加茂499-7 058-324-1720
クリーニング栄進社 加茂郡富加町羽生1470-1 0574-54-3066
ファインイトウクリーニング 加茂郡八百津町和知１９８２-３ 0574-43-2334
