店名 住所 電話番号
田口クリーニング商会 東久留米市幸町3-7-9 042-471-3469
（有）フクシマ 武蔵村山市残堀5-13-2 042-560-1756
クリーニング・モード 多摩市関戸4-11-8 042-374-0800
河野クリーニング店 稲城市平尾1-41-15 350-3290
成光舎 あきる野市五日市877 042-596-2147
ランドリー城市 あきる野市戸倉84 042-596-2603
ホワイト舎 あきる野市草花879 042-558-8415
朝日クリーニング 西東京市谷戸町1-23-4 042-421-1948
落合クリーニング 西東京市谷戸町2-13-2 042-421-1936
アカヌケ舎クリーニング 西東京市谷戸町3-11-6 042-424-1334
小澤クリーニング 西東京市田無町2-16-8 042-461-3304
アクアトライクリーニング 西東京市南町1-12-28 042-450-2123
大和ドライクリーニング 西東京市南町3-10-6 042-462-4446
下宿ドライセンター 西東京市南町5-12-16 042-462-7542
大和クリーニング 西東京市南町5-14-13 042-461-3468
マキノクリーニング店 西東京市向台町6-1-35 042-464-2256
ドライショップダイワ 西東京市向台町6-15-9 042-462-6910
（株）白洋舍武蔵野支店 西東京市芝久保3-2-1 042-461-6620
クリーニングハウスタカハシ 西東京市ひばりが丘1-3-12 042-423-1476
小倉ドライクリーニング 西東京市ひばりが丘北2-4-9 042-423-5622
（有）東洋クリーニング商会 西東京市富士町6-7-17 042-462-5415
はらしまクリーニング 西多摩郡奥多摩町小丹波４４０ 0428-85-2306
速洗舎クリーニング店 西多摩郡奥多摩町氷川７１８-３ 0428-83-2434
