店名 住所 電話番号
ハレルヤサービスセンター 菊川市加茂2970-1 0537-36-2498
シャイン 牧之原市福岡35 0548-52-1265
（有）きよみずクリーニング 賀茂郡東伊豆町稲取1662-7 0557-95-1681
（有）中田クリーニング 賀茂郡南伊豆町湊216-9 0558-62-0459
勝田クリーニング店 賀茂郡南伊豆町差田415-1 0558-62-2430
（有）白栄舎 賀茂郡松崎町松崎373-1-2 0558-42-0154
松崎ドライクリーニング 賀茂郡松崎町松崎374 0558-42-0135
（有）クリーニングママショップ 駿東郡清水町長沢874 055-972-3617
アサカクリーニング 駿東郡清水町伏見581-1 055-975-8753
ミツワクリーニング商会 駿東郡清水町湯川158-10 055-971-8134
（有）扇屋クリーニング店 駿東郡小山町生土6-4 0550-76-0215
（株）ホワイトハウス小山本店 駿東郡小山町菅沼1013-24 0550-76-0400
栃沢クリーニング店 駿東郡小山町一色638-4 0550-78-0949
小川クリナース 駿東郡小山町須走274-9 0550-75-2076
西田屋クリーニング店 榛原郡川根本町徳山1354 0547-57-2949
榎田クリーニング店 榛原郡川根本町藤川47-1 0547-57-2808
薗田クリーニング店 榛原郡川根本町上長尾355-1 0547-56-0896
影山クリーニング店 周智郡森町森304 0538-85-2367
