店名 住所 電話番号
（有）広島ホームリフレシュサービス 広島市安佐北区小河原町1577 082-844-7818
みなとクリーニング 広島市安芸区矢野東7丁目57-5 082-888-0513
きれいやクリーニング 広島市安芸区船越4丁目5-24 082-823-2792
大高下クリーニング 広島市安芸区中野2丁目1-9 082-892-0559
（有）かしまドライショップ 広島市佐伯区八幡東2-5-16 082-928-1757
大原クリーニング店 広島市佐伯区楽々園4丁目12-24 082-921-0449
中野クリーニング店 呉市阿賀中央2丁目5-7 0823-71-9090
やまと屋クリーニング 呉市阿賀中央3丁目1-6 0823-72-7769
野間クリーニング 呉市宮原6丁目6-21 0823-21-0913
丸政シミヌキ店 呉市本町16-11 0823-21-6313
サカエランドリー 呉市西谷町25-4 0823-21-0936
クリーナーズ正法地 呉市広中新開3丁目8-46 0823-71-7552
イナイ洗染クリーニング 呉市仁方本町1丁目15-3 0823-79-5227
（有）山口クリーニング 呉市西中央3丁目9-8 0823-21-9508
（有）児玉クリーニング 呉市西中央4丁目1-4 0823-22-4321
ローズランドリー 呉市三条3丁目11-13 0823-21-3208
毎日屋 呉市海岸通2丁目1-3 0823-21-3997
（株）白王 呉市焼山西2-2-9 0823-33-0506
みゆきクリーニング 呉市音戸町波多見2丁目12-15 0823-52-1103
竹原ランドリー 竹原市竹原町1679-18 0846-22-6381
赤坂屋クリーニング 竹原市本町3丁目5-25 0846-22-2462
（有）朝日屋クリーニング 三原市皆実町3丁目1-11 0848-62-3465
（有）アメリカヤ 尾道市桜町12-16 0848-22-8962
（有）武田屋 尾道市山波町2301-21 0848-20-7055
阪神クリーニング工場 尾道市山波町378-5 0848-37-3801
（有）富士屋クリーニング 福山市三吉町南1丁目1-31 084-922-2460
（有）三好クリーニング店 福山市寺町2-12 084-941-1759
カナセンドライ 福山市今町1-30 084-823-2013
（株）ハクスイ 福山市山手町4085 084-949-0456
（有）光輪 福山市沼隈町下山南363-1 084-988-1510
岡田クリーニング店 福山市西桜町2丁目2-7 084-922-2533
綿久リネン（株）中国支社 福山市草戸町2丁目23-20 084-924-0086
（有）皿谷クリーニング 福山市草戸町2丁目5-32 084-922-0740
中国総業（有） 福山市水呑町2416 084-956-0152
佐野クリーニング 福山市津之郷町1301 084-951-3885
深安ランドリー 福山市神辺町西中条892 084-967-1197
たまやクリーニング 福山市東陽台2丁目4-8 084-947-2820
SSドライセンター 福山市引野町5丁目43-16 084-943-8510
（有）西日本ランドリー 福山市東手城1丁目32-34 084-941-5537
カツヤクリーニング 福山市東深津町3丁目10-8 084-923-4476
ふじランドリー商会 府中市高木町531 0847-45-3548
菅クリーニング店 三次市十日市中4丁目1-19 0824-62-2080
（有）佐々木建装カーペットセンター 三次市十日市東4丁目9-10 0824-63-4835
クリーニングサービス梨迫 三次市三次町1204 0824-62-3440
横山クリーニング店 三次市三次町1515-1 0824-62-2868
よしの屋加藤クリーニング店 庄原市西本町1丁目17-6 0824-72-0732
仁加屋 庄原市西本町3丁目5-21 0824-72-0621
（有）イーグル 庄原市西本町4丁目1-10 0824-72-0414
上貝ドライクリーニング店 庄原市西城町西城62 082-82-3238
花尾クリーニング 東広島市西条朝日町1-34 082-422-2371
西谷クリーニング店 東広島市西条朝日町13-15 082-422-2568
（有）こうべやクリーニング 東広島市西条中央1丁目16-7 082-422-2478
（株）岡森クリーニング商社 東広島市西条東733-1 082-423-2468
沖クリーニング店 東広島市志和町志和堀3269 082-433-3388
すみおかクリーニング 廿日市市大東1丁目1-17 0829-32-9538
沖クリーニング商会 廿日市市天神8-5 0829-31-0898
白清舎 廿日市市廿日市2丁目7-31 0829-31-0569
（有）廿日市辻クリーニング 廿日市市宮内工業団地3-9 0829-38-5599
八城 廿日市市須賀3-36 0829-31-0509
久保クリーニング 廿日市市新宮1丁目6-4 0829-31-2336
多賀クリーニング 廿日市市地御前3丁目19-25 0829-36-0616
（有）大野屋クリーニングセンター 廿日市市大野1丁目3-11 0829-55-0437
（有）宮島白栄舎 廿日市市宮島町155 0829-44-0268
（株）ホワイト舎 安芸高田市吉田町常友364 0826-42-0322
（株）広島リネンサプライ 安芸高田市吉田町常友364 0826-42-0565
社会福祉法人清風会 安芸高田市吉田町竹原967 0826-43-0611
東洋ドライ 安芸郡府中町柳が丘82-18 082-286-1000
海田クリーニングショップ 安芸郡海田町曙町10-14 082-822-6365
（有）オキクリーニング 安芸郡海田町曙町10-30 082-822-4558
（株）ニューホワイト 安芸郡海田町月見町8-32 082-823-1267
西日本リネンサプライ株式会社 安芸郡海田町南つくも町13-35 082-822-1141
中村クリーニング 安芸郡熊野町6226 082-854-1051
（株）スカイ産業 安芸郡熊野町城之堀6丁目1-11 082-854-2180
熊野クリーニング 安芸郡熊野町柿迫10 082-854-1802
坂ドライ 安芸郡坂町西1丁目9-7 082-885-2377
上島ドライクリーニング 豊田郡大崎上島町中野4053-1 0846-64-3745
