店名 住所 電話番号
安井クリーニング 宮崎市宮脇町95-2 0985-27-5454
ドライクリーニングはまゆう 宮崎市大和町106-4 0985-25-8769
佐藤ドライ 宮崎市大淀2丁目6-6 0985-51-7572
クリーニングショップせんば 宮崎市大字恒久4丁目3-2 0985-50-5565
三国屋ドライクリーニング 宮崎市大字恒久6598-1 0985-51-3928
阪本クリーニング 宮崎市恒久6766 0985-51-2823
みなとやクリーニング 宮崎市大字本郷南方3224番地11 0985-56-9319
（有）まことクリーニング 宮崎市本郷南方4027 0985-56-2383
本郷ドライ 宮崎市本郷南方4192-4 0985-56-5724
希望ケ丘ドライ 宮崎市希望ケ丘3丁目-27-16 0985-56-6108
クリーニングショップかわさき 宮崎市大坪東1ー3-7 0985-51-6054
ミッキークリーニングせきや 宮崎市福島町下の町7126-1 0985-51-2449
南国リネン（株） 宮崎市福島町1丁目21 0985-51-1717
小玉クリーニング 宮崎市大塚町地蔵田4669-7 0985-53-3310
ニューフレンド 宮崎市大塚町天神後2669 0985-52-5733
かすみクリーニング 宮崎市大塚町宮田2970 0985-51-6768
クリーニングショップかわさき小松店 宮崎市大塚町権現昔795-3 0985-47-0058
くろぎドライ 宮崎市大字浮田45-1 0985-48-1437
ぎおんドライクリーニング 宮崎市高岡町五町132番地 0985-82-3223
ビートクリーニング 宮崎市清武町加納1丁目-2 0985-85-9162
クリーニングパル 宮崎市清武町加納3丁目31番地1 0985-84-4480
ニューシロヤ 宮崎市大字熊野1434 0985-58-1768
美利屋クリーニング 宮崎市加江田吉久保1787-5 0985-58-0062
（有）サンクリーン南九商事 宮崎市大字加江田3808 0985-65-0800
おしぼりサンシャイン 都城市都北町5783-5 0986-38-3949
大草ドライ 都城市上川東3-1-6 0986-22-6526
都城おしぼりセンター 都城市千町4895-10 0986-24-5885
京都ドライ 都城市平江町39-8-1 0986-23-0067
辰美屋クリーニング 都城市北原町21-3 0986-22-4352
あやめ屋ドライクリーニング 都城市菖蒲原町24-1 0986-25-5485
松屋ドライクリーニング 都城市蔵原町5-22 0986-22-1534
さつまやドライ 都城市東町13-17 0986-22-2291
横濱屋ドライ 都城市中町9-6 0986-22-2519
（有）三愛クリーニング 都城市上町13-12 0986-22-1026
玉泉堂ドライ 都城市上町13街区10 0986-22-0923
千日ドライ 都城市都原町25-2 0986-22-6477
早鈴ドライ 都城市甲斐元町22-11 0986-24-5848
丸栄ドライ 都城市鷹尾1-11-9 0986-23-0299
あづま屋ドライ 都城市鷹尾5-1-20 0986-22-2265
（有）クリーニングの北林 延岡市川原崎町151 0982-21-1500
かいおしぼり 延岡市北小路6-23 0982-35-6781
重黒木クリーニング 延岡市旭ケ丘6丁目6-13 0982-37-0521
東京屋クリーニング 延岡市本町1丁目4-12 0982-32-3425
白栄舎 新小路2-1551 0982-32-5515
（有）延岡ランドリー 延岡市若葉町1丁目2801-2 0982-33-3838
優花ランドリー 伊形町5325-12 0982-37-6707
（有）東京ドライセンター 日南市中平野1丁目13番地4 0987-22-3365
長友クリーニング 日南市吾田東4丁目7-41 0987-24-0555
（有）大浦ドライ 小林市細野103 0984-23-2632
成見クリーニング 小林市細野1980-9 0984-22-2613
富士クリーニング 小林市細野2153-1 0984-23-1032
にいなクリーニング 日向市亀崎東1丁目120-1 0982-52-2743
明星クリーニング 日向市美々津町石並2984 0982-58-0452
白洗舎ドライ 串間市大路西方4191-1 0987-72-1256
スタードライ 串間市南方131-3 0987-72-2391
鹿児島屋クリーニング 西都市聖陵町2-39-1 0983-43-1439
きくのクリーニング 西都市大字妻1614-3 0983-43-0541
（有）サニテーション寺尾商事 西都市大字三納3789 0983-45-1133
クリーニングのかしわぎ えびの市大字栗下62-3 0984-35-1944
東クリーニング えびの市原田326 0984-33-1225
正木屋クリーニング 児湯郡高鍋町北高鍋4788-1 0983-22-1092
野間口クリーニング 児湯郡高鍋町北高鍋777-2 0983-23-0678
ハトヤクリーニング 児湯郡高鍋町大字上江2033 0983-22-2461
毎日屋ドライ 児湯郡新富町大字新田5752-1 0983-33-1647
新富ドライ 児湯郡新富町大字上富田7840-1 0983-33-3431
草野クリーニング 東臼杵郡門川町本町1-38 0982-63-1801
（有）大福クリーニングセンター 東臼杵郡門川町東栄町2丁目3番5号 0982-63-1165
町川クリーニング 西臼杵郡高千穂町大字三田井1170 0982-72-2446
白陽舎ドライクリーニング 西臼杵郡高千穂町大字三田井735-1 0982-72-2704
三国屋クリーニング 西臼杵郡高千穂町大字三田井984-2 0982-72-2388
