店名 住所 電話番号
（有）海潟ドライ 垂水市海潟1 0994-32-0520
クリーニングハウスみどり 薩摩川内市宮崎町1918-3 0996-22-2629
（株）東京ランドリー 薩摩川内市西向田町7-28 0996-23-0733
吉クリーニング 薩摩川内市東大小路町52-14 0996-20-0366
クリーニングハウスいまい 日置市東市来町湯田2147 099-274-2607
ありまクリーニング 日置市伊集院町徳重30-8 099-272-3013
（有）牧之内クリーニング 日置市伊集院町徳重449 099-272-2840
まるみやドライクリーニング 日置市吹上町中原2444-2 099-296-2217
中央クリーニング 曽於市末吉町新町1-11-5 0986-76-0432
江口ドライクリーニング 霧島市霧島田口58-2 0995-57-0545
松屋ドライ 霧島市国分松木町20-46 0995-46-2286
ローズクリーニング 霧島市国分中央1-4-8 0995-46-0522
（有）白陽舎ドライ 霧島市横川町中ノ280 0995-72-0112
（有）万世白光舎 南さつま市加世田唐仁原5558 0993-52-2774
（有）伊崎田ドライクリーニング 志布志市志布志町安楽2776-3 099-472-3988
マサヤマクリーニング 奄美市名瀬鳩浜町30-1 0997-52-1711
日の出クリーニング 奄美市名瀬末広町18-3 0997-52-1912
内山クリーニング店 奄美市名瀬長浜町30-1 0997-52-2226
友野クリーニング 奄美市笠利町里62 0997-63-0150
たつのドライ 南九州市川辺町平山3186-1 0993-56-1383
新越ドライ 南九州市川辺町平山6812 0993-56-0164
東ドライ 南九州市川辺町田部田6388 0993-56-0559
（株）大丸クリーニング店 伊佐市大口大田55-5 0995-22-0664
（株）永井クリーニング 姶良市加治木町本町153 0995-62-2583
蒲生ドライ 姶良市蒲生町上久徳2532-7 0995-52-0221
（株）クリーンサービス 姶良市平松2227-3 0995-65-4622
イシモトクリーニング 出水郡長島町鷹ノ巣1838-1 0996-86-0765
竹山クリーニング店 出水郡長島町鷹ノ巣2457 0996-86-0733
大崎ドライ 曽於郡大崎町假宿1546-3 099-476-0237
（有）京屋ドライ 熊毛郡中種子町野間5178-12 0997-27-0307
種子島ドライ 熊毛郡中種子町野間5181-2 0997-27-0259
こまきクリーニング 熊毛郡中種子町田島451-14 0997-27-9221
コーラルクリーニング 大島郡瀬戸内町古仁屋春日1-24 0997-72-3995
中央ドライ 大島郡瀬戸内町古仁屋宮前6-2 0997-72-4137
勇商店 大島郡瀬戸内町阿木名171 0997-72-1575
基島ドライ 大島郡喜界町赤連2705 0997-65-0055
のぼりクリーニング 大島郡喜界町中里218-6 0997-65-3751
クリナース 大島郡徳之島町亀津栄新町7318番地 0997-82-0155
クリーニング工房しん 大島郡和泊町玉城字与宿1674-1 0997-92-3008
ホームドライ青山 大島郡与論町麦屋西区 0997-97-3644
やまとランドリー 大島郡与論町茶花264 0997-97-2070
