店名 住所 電話番号
（有）ミッキーの高橋クリーニング 由利本荘市鶴沼108-7 0184-24-0098
身体障害者授産施設「はまなす園」 由利本荘市岩城内道川字烏森150-297 0184-73-3447
鈴木クリーニング店 潟上市天王字二田29-33 018-878-2247
千田クリーニング店 潟上市昭和大久保字屋布42 018-877-2647
（有）やまよクリーニング 大仙市大花町12-4-19 0187-62-1299
たかしまクリーニング 大仙市大曲栄町11-7 0187-62-3029
こまつクリーニング 大仙市大曲栄町9-8 0187-62-4574
丸栄堂おしぼりサービス 大仙市北長野字谷地中250-2 0187-56-4408
大野ドライクリーニング店 大仙市高梨字麻生田2 0187-62-3721
（有）大曲加藤寝具 大仙市藤木追分32-6 0187-65-3000
インテリア・サニー商会 大仙市太田町中里字新屋敷98-1 0187-88-1132
佐々木クリーニング 大仙市協和下淀川字馬場47-2 018-896-2313
（株）シーガルジャパン 北秋田市綴子字大堤62-1 0186-60-1110
佐藤クリーニング店 北秋田市松葉町12-11 0186-62-9277
志伯クリーニング店 北秋田市米内沢字黒沢15-2 0186-72-3536
いとうクリーニング店 にかほ市象潟町字浜山126-42 0184-43-3255
矢野クリーニング にかほ市平沢字清水74-3 0184-35-3258
さくらクリーニング店 仙北市角館町田町下丁7-2 0187-54-1265
浅利クリーニング店 仙北市西木町桧木内字高屋357-1 0187-48-2228
大山クリーニング 仙北市田沢湖生保内字武蔵野109-23 0187-48-1617
能登ドライクリーニング店 山本郡三種町鹿渡字勢奈尻158-4 0185-87-2776
嶋忠ドライ工場 山本郡三種町森岳字木戸沢115-28 0185-83-2501
桧森クリーニング店 山本郡三種町浜田字福沢3-14 0185-85-3663
