店名 住所 電話番号
丸三クリーニング 名古屋市南区鳴浜町6-1-2 052-611-7021
十字屋クリーニング商会 名古屋市南区豊田2-12-1 052-691-5465
いせやクリーニング店 名古屋市南区戸部下1-12-25 052-691-7349
青山クリーニング店 名古屋市南区戸部下2-7-14 052-691-9554
道徳クリーニング 名古屋市南区堤町2-68 052-691-4000
クリーンタニ（有） 名古屋市南区豊2-5-4 052-694-4371
（有）太陽舎 名古屋市守山区中志段味曲綴2459-2 052-739-2712
（有）クリーニング白進 名古屋市守山区下志段味穴ヶ洞2271-342 052-736-1973
（株）太田商店（クリーニングピット） 名古屋市守山区四軒家2-729 052-774-5871
三洋社クリーニング 名古屋市緑区篠ノ風1-906 052-896-9098
内藤クリーニング 名古屋市緑区四本木1222 052-621-0730
松屋ドライ（株） 名古屋市緑区鳴海町中汐田180 052-621-0195
一色屋クリーニング 名古屋市緑区鳴海町山下28-2 052-891-6339
ママドライ寺澤商会 名古屋市緑区鳴海町三王山17-5 052-892-3890
（株）中京 名古屋市名東区上社3-107 052-701-1612
大丈夫クリーニングのきしだ 名古屋市天白区中坪町12-１ 052-896-5005
新生クリーニング 名古屋市天白区保呂町2301-2 052-801-7750
東山クリーニング 名古屋市天白区植田西2-104 052-803-6005
（有）三和クリーニング 名古屋市天白区元八事2-105 052-834-3366
東宝クリーニング 名古屋市天白区元八事3-33 052-831-9192
（株）マサキクリーニング 豊橋市大村町桜島47 0532-52-7663
（有）東京クリーニング店 豊橋市曲尺手町121 0532-55-6427
クリーニング秀 豊橋市飯村北3-3-3 0532-63-2071
（有）ケイシンサービス 豊橋市東森岡1-12-1 0532-88-0123
仁崎屋クリーニング 豊橋市老津町字今下43-4 0532-23-1352
（株）ホワイト商会 豊橋市菰口町3-8 0532-32-5812
福田クリーニング商会 豊橋市花田町字築地50-17 0532-31-5012
新田クリーニング 豊橋市山田町字西山20-1 0532-45-1225
クリーニング豊栄 豊橋市高田町斧取62-4 0532-37-0734
山源クリーニング 岡崎市中町7-17-5 0564-21-1555
高山クリーニング 岡崎市十王町1-11 0564-21-0688
伊藤クリーニング店 岡崎市伝馬通4-33 0564-24-1696
葵クリーニング 岡崎市井田町4-86 0564-22-6041
酒井クリーニング店 岡崎市井田町池田29-3 0564-21-7663
川村洗濯屋 岡崎市井田町茨坪4-120 0564-22-6037
松江クリーニング店 岡崎市鴨田町末広81-1 0564-24-3692
（有）日光舎 一宮市西大海道字新田前12 0586-77-3761
（有）エクセレント 一宮市浅井町西浅井字桜北11-1 0586-51-4095
（株）丹陽商会 一宮市浅野字前林7 0586-77-1591
（株）向陽 一宮市浅野字寺西80-1 0586-82-2815
（株）三條ドライクリーニング商会 一宮市三条字道東26 0586-62-2450
山甚クリーニング商会 一宮市西萩原字東浦12-4 0586-69-5960
品野クリーニング 瀬戸市品野町6-119 0561-41-1620
山口クリーニング店 瀬戸市赤津町1 0561-82-6619
クリーニングアリマツ 瀬戸市陶原町2-4 0561-82-4340
ハッピークリーニング 半田市浜田町3-1-5 0569-21-2834
服部ドライクリーニング 半田市大和町2-7 0569-21-5199
ノーシンドライショップ 半田市堀崎町2-54 0569-21-3751
（有）竹内ランドリー 半田市出口町1-217-15 0569-21-3967
三輪クリーニング板山店 半田市板山町10-135-4 0569-27-5496
森岡クリーニング店 半田市岩滑西町3-30-6 0569-22-5320
（株）ノブショップ 春日井市東野町3-13-6 0568-54-8830
伊藤ランドリー 春日井市神領町2-17-1 0568-81-4833
山下クリーニング 春日井市牛山町1307-30 0568-31-9216
松崎クリーニング 春日井市柏原町1-31 0568-31-1292
石原クリーニング春日井店 春日井市柏原町4-91 0568-83-5174
みのクリーニング 春日井市美濃町1-80 0568-31-8845
児島ランドリー 春日井市柏井町2-85 0568-31-1046
（有）ごとうクリーニング 春日井市柏井町3-35 0568-84-1082
（有）ミナミクリーニング 春日井市気噴町北１丁目145番地 0568-51-9433
太陽舎クリーニング 津島市中一色町弥六山14 0567-32-0338
大阪屋クリーニング 津島市北町12 0567-26-4725
山内クリーニング 津島市瑠璃小路町1-4 0567-26-2626
坂田クリーニング 碧南市笹山町5-40 0566-41-2191
岡部クリーニング店 碧南市鶴見町2-77 0566-41-1794
佐藤クリーニング 刈谷市井ケ谷町沢渡29-1 0566-36-5858
松井クリーニング店 刈谷市泉田町欠ノ上50-1 0566-22-0610
（有）松澤ドライクリーニング工場 刈谷市新栄町1-23 0566-21-1731
稲武ランドリー 豊田市武節町車田1-3 0565-82-2157
中條クリーニング 豊田市越戸町松葉101-1 0565-45-1151
ホワイトクリーニング 豊田市浄水町南平186-7 0565-45-9661
（有）つばめクリーニング店 豊田市神明町1-47 0565-32-0658
松澤ドライ工場 豊田市桜町1-55 0565-32-0621
マルイクリーニング 豊田市三軒町3-15 0565-32-3215
三州クリーニング 豊田市竹生町3-32 0565-33-3515
岡三クリーニング 豊田市昭和町3-117 0565-32-3147
愛美屋クリーニング 豊田市前山町2-2-9 0565-27-0511
アベクリーニング 豊田市寿町8-32-8 0565-28-1848
川村クリーニング店 豊田市金谷町2-1 0565-32-1485
阿部クリーニング店 豊田市御幸本町7-189-2 0565-28-3428
杉村屋クリーニング店 安城市桜井町咽首123 0566-99-0837
（有）太洋クリーニング 安城市明治本町19-23 0566-76-4798
松下クリーニング 安城市住吉町荒曽根30-23 0566-98-0353
石倉クリーニング 安城市三河安城町2-21-5 0566-76-3984
石原クリーニング店 西尾市羽塚町寅山53 0563-59-7674
吉田屋クリーニング店 西尾市一色町一色上屋敷203-3 0563-72-8789
大栄クリーニング 西尾市大給町111-9 0563-57-2882
クリーニングのみわ 西尾市天王町16 0563-57-2730
白洗舎 西尾市永楽町3-24-6 0563-57-2394
光洋舎クリーニング 蒲郡市三谷町二舗67 0533-68-2024
といだクリーニング 犬山市橋爪北中野7-5 0568-62-0836
（資）犬山クリーニング本店 犬山市東古券623 0568-61-0833
クリーニングの三光 常滑市本町2-20-1 0569-34-5407
白進舎クリーニング店 常滑市栄町4-97 0569-35-3735
安井クリーニング店 常滑市新開町4-48 0569-35-4564
クリーニングヒロ 常滑市明和町5-11 0569-34-7312
富士ランドリー 常滑市榎戸町4-22 0569-42-2458
桔梗屋 常滑市大野町10-50 0569-42-0961
近藤クリーニング店 江南市宮後町上河原68 0587-55-3254
ペガサス 江南市布袋町西27 0587-55-2555
富士クリ－ニング店 稲沢市日下部松野町1-58 0587-32-5258
森本クリーニング店 稲沢市稲葉3-8-26 0587-32-3522
松井クリーニング店 東海市名和町秋葉9-34 052-604-2857
クリーニングショップエラン 東海市加木屋町泡池11-101 0562-35-1727
松沢クリーニング桃山支店 大府市若草町2-12 0562-46-0708
共栄クリーニング 大府市大東町3-63 0562-47-7028
杉山屋クリーニング店 大府市吉田町大高山西26-3 0562-46-3660
松沢クリーニング大府支店 大府市共栄町8-2-9 0562-46-2690
村瀬ランドリー 知多市南粕谷新海4-143 0569-42-0444
安藤クリーニング 知多市日長字山之腰1-3 0569-43-3109
ドライクリーニング　ロバ屋 知多市つつじが丘4-7-5 0562-55-6220
たにかわクリーニング 尾張旭市新居町西浦3123-1 0561-52-6622
松井クリーニング店 豊明市三崎町中ノ坪20-12 0562-92-9821
エンパイヤランドリー 豊明市新栄町1-151 0562-97-0839
松沢クリーニング栄支店 豊明市栄町南館190-7 0562-97-5743
クリーニングみわ 日進市岩藤町長田642-1 0561-72-3210
（有）中川ランドリー 日進市東山3-1213 0561-72-2384
クリーニング立岩 田原市波瀬町波瀬前35-1 0531-23-0806
川口クリーニング 田原市豊島町高畑136-6 0531-22-1630
安田クリーニング店 田原市田原町柳町4-15 0531-22-0672
大久保クリーニング店 田原市江比間二字郷中24-1 0531-37-0107
清田クリーニング 田原市江比間町二字郷中83 0531-37-0010
（有）福江サンクリーン 田原市長沢町長沢163-3 0531-32-1359
（株）松屋クリーニング 田原市古田町寺ノ前20 0531-32-0271
クリーニング高橋 田原市福江町天神65-3 0531-32-0685
東郷クリーニング店 愛西市佐屋新田1-6 0567-26-9880
若山クリーニング店 愛西市日置町下河田63 0567-26-1794
稲葉ランドリー 清須市西枇杷島町押花4-3 052-501-7553
新名クリーニングセンター 清須市枇杷島駅前東1-3-6 052-501-8621
クリーニングの明和 清須市阿原池之表134 052-400-4957
クリーニングすかぐち 清須市須ケ口1767-8 052-400-3607
ネオポリスクリーニング商会 北名古屋市六ツ師1080-12 0568-21-0080
伊藤クリーニング店 北名古屋市鹿田3548-6 0568-21-0232
マルミヤクリーニング店 北名古屋市西之保青野東80-1 0568-22-0359
（株）クリーニングファイン 北名古屋市徳重字与八杁55-3 0568-21-2197
村瀬クリーニング 北名古屋市西春駅前1-2 0568-21-0321
西春ドライクリーニング店 北名古屋市九之坪下葭田120 0568-21-1040
大和デラックスクリーニング商会 あま市甚目寺須原55 052-444-0288
浅井ランドリー 長久手市岩作中根8-6 0561-62-2285
クリーニングワコー 長久手市杁ケ根783 0561-62-2293
白鳥クリーニング 愛知郡東郷町白鳥1-5-5 0561-38-4588
クリーニングショップサンアイ 海部郡蟹江町今伊勢苗代30-11 0567-95-2740
クリ－ニングこじま 知多郡阿久比町板山字北反田5-1 0569-48-7028
榎本クリーニング店 知多郡阿久比町植大字植五反田2-1 0569-48-0530
清水クリーニング 知多郡東浦町森岡字池端22-3 0562-83-2576
松沢クリーニング緒川支店 知多郡東浦町緒川字竹塚6-25 0562-83-2474
内田クリーニング 知多郡南知多町内海高平井47-2 0569-62-1054
家田クリーニング店 知多郡南知多町豊浜須佐の浦1-37 0569-65-0257
はしばクリーニング店 知多郡美浜町布土中平井10 0569-82-1957
伊藤クリーニング 知多郡美浜町布土字北浜田111-1 0569-82-0306
嶋屋クリーニング 知多郡武豊町ヱケ屋敷77-26 0569-72-1572
木下クリーニング店 知多郡武豊町桜ケ丘3-20 0569-73-0050
井田ランドリー 知多郡武豊町冨貴字新簿里191 0569-72-4665
（有）白光舎 額田郡幸田町横落字郷中23 0564-62-0636
