店名 住所 電話番号
イズミクリーニング さいたま市岩槻区加倉1-18-196 048-758-3974
クリーニングさかい さいたま市岩槻区加倉1-4-37 048-756-3825
（有）レインボー さいたま市岩槻区加倉154-1 048-758-5620
小林クリーニング さいたま市岩槻区加倉2-12-8 048-756-3773
クリーニングたかやま さいたま市岩槻区本丸3-24-38 048-756-1544
小川クリーニング さいたま市岩槻区西町2-3-6 048-756-7436
ゆざわクリーニング 川越市萱沼2662-1 0492-35-8945
サンコークリーニング 川越市並木101-6 0492-35-2769
ドライクリーニング宮田 川越市仙波町3-37-64 0492-22-5600
アサヒヤクリーニング 川越市菅原町13-10 0492-22-3812
クリーニングショップあらい 川越市菅原町19-10 0492-22-2069
大塚クリーニング 川越市宮下町2-8-3 0492-22-3229
山崎屋クリーニング 川越市久保町1-5 0492-22-2179
（有）岩上クリーニング本店 川越市松江町1-23-1 049-222-0913
（有）吉田クリーニング本店 川越市大手町13-10 0492-22-1113
須永クリーニング 川越市連雀町32-1 0492-22-2966
クリーニングのなか 川越市上戸288-3 0492-31-0928
鳴子クリーニング 川越市神明町53-54 0492-24-5893
パリー舎 川越市宮元町53-43 0492-25-7147
ラブァーレいとう 川越市的場2395-17 0492-31-3064/0492-34-3351
朝日クリーニング 川越市的場北2-2-11 0492-31-1344
中島クリーニング（株） 川越市田町5-6 0492-22-1159
白光舎クリーニング 川越市東田町21-14 0492-43-6606
ドライショップベル 川越市南大塚2-7-11 0492-43-3650
佐野クリーニング 川越市新宿町3-14-30 0492-42-2363
クリーニングショップイケダ 川越市新宿町4-5-7 0492-42-6033
（有）重本工場 川越市旭町1-11-18 0492-42-3888
松野クリーニング 川越市旭町1-13-11 0492-42-6765
パールクリーニング 川越市旭町3-4-24 0492-44-5508
ドライクリーニングヤング社 川越市旭町3-6-11 0492-42-0803
（有）クリーニングショップサカエヤ 川越市砂935-7 0492-42-3751
金井クリーニング 川越市扇河岸107-6 0492-42-6871
フクザワクリーニング 川越市諏訪町17-1 0492-43-2230
白光舎クリーニング 川越市諏訪町9-12 0492-43-6246
（株）三和企商埼玉工場 川越市大塚新用474-6 0492-47-3000
（株）くりいにんぐいわかみくん 川越市南大塚2-19-2 0492-43-3758
ベルクリーニング 川越市南大塚2-7-11 048-243-3650
ミツワクリーニング店 川越市南大塚5-11-20 0492-43-3733
（有）アプシス 川越市笠幡3669 0492-31-1726
ドライショップこま 川越市笠幡85-220 0492-32-1150
矢島クリーニング店 熊谷市銀座3-93 048-521-2120
神山クリーニング 熊谷市妻沼東1523-1 048-588-0097
ＤＬながしま 熊谷市本石2-84 048-523-6243
滝沢クリーニング 熊谷市石原1-96 048-521-2278
井上クリーニング 熊谷市石原1067-5 048-523-5602
（有）ナック 熊谷市新堀1098 048-532-6304
田村クリーニング 川口市弥平2-23-7 048-222-7300
富士屋クリーニング 川口市末広2-7-8 048-223-8755
（有）石黒クリーニング店 川口市末広3-2-20 048-223-1835
（有）白勇舎本店 川口市川口5-17-13 048-251-4793
ドライショップ白鳥 川口市栄町1-17-2 048-255-2699
大塚クリーニング店 川口市西川口3-4-5 048-251-0422
（有）金子ランドリー 川口市西川口5-8-4 048-252-4058
高岡クリーニング 川口市仲町13-27 048-252-5721
みどりクリーニング 川口市緑町2-18 048-251-4068
桜クリーニング 川口市緑町3-7 048-251-4075
白進舎クリーニング 川口市並木2-40-14 048-254-3672
白王舎本店 川口市並木4-8-22 048-252-6586
有馬クリーニング 川口市東内野345-4 048-295-0986
（株）小羽皮革埼玉工場 川口市木曽呂16-3 048-290-5220
宮崎クリーニング店 川口市根岸206 048-281-2739
東京クリーニング 川口市根岸75-3 048-284-4726
白康舎 川口市里457-4 048-283-9880
冨塚クリーニング 川口市前川4-7-20 048-265-1528
曙クリーニング 川口市上青木6-4-1 048-265-2558
星野商会 川口市上青木西4-1-6 048-266-3384
ミツワクリーニング 川口市上青木西5-8-4 048-265-4484
（有）ニラサワ商会 川口市芝中田1-14-12 048-266-7575
丸松クリーニング 川口市芝中田2-34-18 048-266-6577
興生舎クリーニング 川口市芝中田2-6-4 048-267-7164
中央ランドリー 川口市柳崎1-18-26 048-268-2126
三栄クリーニング 川口市柳崎1-28-4 048-266-5493
直井クリーニング 川口市芝高木1-9-8 048-265-2733
足立クリーニング店 川口市芝3914-1 048-265-1552
三和サービスドライ 川口市高木2-21-1 048-269-3623
池上クリーニング 川口市桜町6-10-43 048-281-0875
吉田クリーニング 川口市鳩ヶ谷本町2丁目2-4 048-281-4671
クリーニング小須田 川口市鳩ヶ谷本町2丁目5-5 048-283-4765
光洗舎 川口市鳩ヶ谷本町3丁目15-16 048-281-2225
八島クリーニング 川口市坂下町3丁目7-14 048-281-3486
加藤クリーニング 川口市辻496 048-284-3103
クリーニング・アイ 川口市辻770-4 048-281-4458
長谷川クリーニング 川口市南鳩ヶ谷2丁目2-7 048-283-1872
福やクリーニング 川口市南鳩ヶ谷6丁目16-8 048-282-2182
佐藤クリーニング 川口市峯752-24 048-296-3422
ランドリー星野 川口市安行原155-10 048-295-3741/048-295-1597
白英舎クリーニング 川口市東本郷1662-11 048-285-2375
白王舎赤井店 川口市赤井1-28-17 048-285-6605
（株）白和 川口市安行原210-8 048-295-0642
フォーエイス・カンパニー（株） 行田市藤原町1-15-1 048-554-7205
ファッション・ハクエイ 行田市桜町2-17-17 048-554-0744
（有）関東ベビーランドリー 行田市矢場2-5-24 048-556-0774/048-556-3457
永沼クリーニング店 行田市谷郷2-8-36 048-556-4047
タカザワクリーニング 行田市宮本9-6 048-556-2968
東洋舎 行田市旭町8-1 048-556-4310
ローヤルクリーニング矢島 秩父市番場町9-17 0494-22-4044
加藤クリーニング 所沢市下富1234-9 04-2942-6485
クリーニングショップなみき 所沢市東新井町14-4 042-992-8293/042-992-7786
もろはしクリーニング 所沢市西新井町15-9 042-992-5652
（有）あさくら 所沢市旭日町23-19 04-2992-3378
OKクリーニング 所沢市中新井2-720-4 042-942-8736
クリーニング加々美 所沢市中新井5-6-2 042-942-1047
（有）神谷クリーニング 所沢市松葉町1-8 042-992-6972
山崎クリーニング店 所沢市花園2-2351-8 042-942-2801
みづほクリーニング 所沢市北中3-55-20 042-922-0590
（有）田口クリーニング店 所沢市緑町4-9-2 042-922-4911
京茂クリーニング 所沢市喜多町16-4 042-992-2758
（有）クリーニングさかい 所沢市久米2235-1 042-923-1151
クリーニングショップあすなろ 所沢市久米551-9 042-993-8105
白洗クリーニング 所沢市上新井5-7-18 042-922-1699
斉藤ランドリー 所沢市宮本町2-2-3 042-922-1032
（有）クリーニングニュー反町 所沢市西所沢2-8-23 042-925-4676
クリーニングたまがわ 所沢市小手指南2-6-8 042-948-9852
小手指クリーニング 所沢市小手指南4-30-1 042-948-3604
クリーニングせいぶ 所沢市和ヶ原1-121-10 042-948-0941
仲店クリーニング店 飯能市青木193 0492-72-6556
（有）林屋クリーニング店 飯能市八幡町20-5 0429-72-2944
（有）つたやハイクリーナー 飯能市柳町19-20 0429-72-3964
（有）丸星クリーニング 飯能市稲荷町2-2 0492-72-2509
（株）シンセン 加須市中樋遣川1797 0480-68-5122/0480-68-5705
（有）富士商会 加須市本町6-21 0480-61-0555
東京クリーニング 加須市騎西1264-2 0480-73-0367
五十嵐クリーニング 加須市騎西1405-13 0480-73-2469
森田クリーニング 加須市騎西516-8 0480-73-2247
大利根クリーニング商会 加須市北下新井2048 0480-72-2365
おがわクリーニング 本庄市牧西375 0495-21-0101
日の出クリーニング 本庄市日の出3-7-22 0495-21-0163
白新クリーニング 本庄市西五十子321-3 0495-21-2598
ファッションクリーニング市川 本庄市駅南1-18-14 0495-22-5058
小林クリーニング 本庄市駅南2-25-1 0495-22-3834
クリーニングショップみやび 本庄市駅南2-5-16 0495-22-2190/0495-21-1887
クリーニングショップ白洗舎 本庄市南1-1-7 0495-22-4361
宮沢クリーニング 本庄市千代田1-5-20 0495-22-4093
こせきクリーニング 本庄市見福5-9-12 0495-21-1352
（有）クリーニングショップいいずか 東松山市小松原町17-41 0493-22-6153
小杉クリーニング店 東松山市本町2-5-5 0493-22-1537
クリーニングピノ 東松山市箭弓町2-8-35 0493-22-8120
高柳クリーニング店 東松山市石橋1562-11 0493-23-6990
クリーニングショップはりくら 春日部市小渕697-2 048-752-2380
フジランドリー 春日部市藤塚1520-15 048-736-9510
カナイクリ－ナース 春日部市大場1138-2 048-736-7571
オレンジクリーニング 春日部市大場1138-2 048-738-8030
（有）ワンダフル 春日部市大場781-3 048-736-4590
クリーニングしげた 春日部市一ノ割1-25-73 048-735-1527
くろさわクリーニング 春日部市一ノ割4-7-13 048-736-3766
（有）クリーニングショップヨネザワ 春日部市備後東2-1-60 048-737-9789
（有）サンキョークリーニング 春日部市栄町1-423 048-761-2063
あさひクリーニング 春日部市粕壁3-2-24 048-752-2769
ファッションクリーニングヒラタ 春日部市緑町3-2-4 048-736-0095
明光舎クリーニング 春日部市緑町5-1-12 048-735-4330
白光舎 春日部市南1-10-41 048-735-6379
石川クリーニング 春日部市米島1185-49 048-746-0113/048-746-8183
（有）クリーニングほりえ 春日部市米島1185-67 048-746-1883
（有）クリーニングロイヤル 狭山市狭山台1-18-10 04-2958-1475
東宝クリーニング 狭山市入間川2-4-23 042-952-5912
かしまクリーニング店 狭山市入間川3-3-2 042-952-2390
クリーニングハウス・リズム 狭山市中央4-24-8 042-957-2095
高橋クリーニング商会 狭山市加佐志245 042-957-5911
田中クリーニング店 狭山市水野1028-15 042-958-4141
神宮クリーニング店 狭山市水野583-40 042-958-7061/042-958-7171
健康クリーニングふくしま 狭山市広瀬東3-30-33 042-953-6571/042-953-6574
ホンダ開発（株） 狭山市新狭山3-9-2 042-953-7351
（有）大耀 羽生市南羽生4-8-6 048-561-2867
（有）日之出商会 上尾市上37-60 048-771-2972
（有）日本屋 上尾市仲町1-9-18 048-771-0114
（株）みやこ 上尾市仲町2-13-17 048-775-2700
野本クリーニング 上尾市今泉1-36-5 048-781-0442
加藤クリーニング 上尾市上野219-26 048-725-2340
瀬谷クリーニング 上尾市小泉9-2-19 048-775-3281
日興ランドリー 上尾市弁財1-2-14 048-771-6909
日本エアーテック（株） 草加市青柳2-18-12 0489-31-9445
（株）Wash 草加市稲荷2-29-3
浅井ホールセール（株） 草加市稲荷3-20-8 0489-36-3220
菅原クリーニング 草加市稲荷3-22-2 0489-35-4026
住吉ランドリー 草加市住吉1-11-20 048-922-4282
太田屋 草加市中央2-1-25 0489-22-3572/0489-31-4448
三愛クリーニング 草加市吉町1-5-4 0489-24-5290
クリーニングやなぎ 草加市瀬崎3丁目44番1号 0489-22-4796
瀬端クリーニング店 草加市瀬崎町2-37-15 0489-22-2313
清水クリーニング店 草加市谷塚町1608-12 0489-25-2685
白光舎クリーニング 草加市新里町30-12 0489-29-1321
立川クリーニング店 草加市氷川町119-4 0489-22-2939/0489-25-2943
太陽ランドリー 草加市花栗町4-25-39 0489-42-1306
（有）クリーニングみわ 草加市金明町248-10 048-843-2370
東日本ホールセール（株） 草加市青柳6-30-1 0489-31-3313
（有）若林クリーニング工場 越谷市船渡1476-1 048-976-7515
ペンギンクリーニング商会 越谷市東大沢2-16-5 0489-75-1650
白清舎 越谷市東越谷7-3081-12 0489-62-5077
ドライショップかじの 越谷市北越谷2-22-13 0489-74-2268
中村クリーニング店 越谷市赤山本町17-33 0489-62-2497
日の出クリーニング 越谷市元柳田町6-2 048-962-6064
くらしなクリーニング 越谷市南越谷1-2934 0489-86-3232
ワタキューセイモア（株）東京支店 越谷市七左町3-192 0489-88-1288
（有）村山商会 越谷市七左町7-344-7 0489-64-5801
吉川クリーニング店 蕨市北町2-12-7 048-431-4581
（有）清水ランドリー 蕨市塚越1-12-20 048-441-4637
トキタクリーニング 蕨市南町3-2-21 048-441-2702
手川商会 戸田市中町1-5-2 048-442-2930
（有）髙野ランドリー 戸田市中町2-6-13 048-441-5955
石井クリーニング店 戸田市新曽2427-1 048-441-6395
（有）白洗舎 戸田市上戸田2-7-8 048-441-3306
（有）中村クリーニング 戸田市笹目6-22-4 048-421-3669
アリスクリーニング 入間市宮寺4102-38 042-934-2276
武内ランドリー 入間市豊岡1-3-29 042-962-2437
小泉ランドリー 入間市鍵山1-6-10 042-962-2633
須田クリーニング店 入間市宮前町13-14 042-962-4632
古内クリーニング店 入間市下藤沢1147-12 042-964-3235
スカイランドリー 入間市東藤沢1-5-32 042-963-0841
老舗白馬（有） 入間市東藤沢3-6-26 04-2963-3988
（株）カワムラ 入間市高倉1-2-3 042-962-5767
白十字クリーニング 入間市仏子1185-6 042-932-3192
（有）宮岡商会 入間市仏子222-7 042-932-0529
高山ランドリー 入間市仏子935-11 042-932-0621
（有）高橋ドライ工場 朝霞市本町1-5-1 048-461-0209
石川クリーニング店 朝霞市幸町1-1-5 048-465-3500
クリーニングコヤナギ 朝霞市東弁財3-1-20 048-463-1470
富士クリーニング 朝霞市三原1-14-10 048-463-7503
若松クリーニング 朝霞市三原1-19-5 048-465-3144
（有）東洋ランドリー 朝霞市三原2-7-26 048-461-2716
光ランドリー 朝霞市三原3-14-1 048-471-1395
矢島クリーニング 朝霞市三原4-9-3 048-462-1356
渡辺ドライクリーニング 朝霞市宮戸3-6-19 048-472-0856
（有）ケーワイティー 朝霞市浜崎3-16-32 048-476-6300
今井クリーニング店 朝霞市朝志ヶ丘2-3-2 048-472-2155
（有）中田クリーニング 朝霞市朝志ヶ丘3-2-1 048-473-2044
小谷クリーニング店 朝霞市朝志ヶ丘3-9-5 048-471-2764
（有）白洗舎 志木市本町4-1-2 048-471-0153
（有）金子クリーニング 志木市本町5-3-1 048-471-0337
（有）ドライショップオカダ 和光市白子1-20-17 048-462-0236
あきくさクリーニング 新座市東北2-17-3 048-471-3502
高橋ドライクリーニング 新座市大和田1-17-5 048-479-6562
佐藤クリーニング 新座市野火止3-5-6 048-479-4457
（株）白洋舎　東京北支店 新座市野火止7-13-14 048-481-7011
白英社　西武店 新座市片山3-8-6 048-477-6846
ひまわりクリーニング 新座市野寺1-5-16 0424-71-7176
（有）クリーニングキング 新座市栗原6-1-41 0424-22-1602
（有）柿の木屋クリーニング 桶川市東2-4-26 048-771-1461
星野クリーニング店 桶川市下日出谷707-6 048-787-0664
白銀クリーニング店 久喜市緑1-25-11 0480-52-0649
志水クリーニング店 北本市中丸2-38 048-591-4484
クリーニングピア 北本市本町1-38 048-592-1056
やざわクリーニング店 北本市西高尾7-191 048-591-0288
東屋クリーニング 八潮市鶴ヶ曽根908-2 0489-95-2621
大熊クリーニング店 八潮市古新田213 0489-96-5517
（有）八潮クリーニング 八潮市垳100-1 0489-96-7143
多田クリーニング 八潮市西袋404 0489-22-5093
ハルミクリーニング商会 富士見市水谷東3-24-20 048-473-5128
富士ランドリー 富士見市水谷東3-28-16 048-471-6085
秋草クリーニング 富士見市関沢2-15-33 0492-51-1082
坂本クリーニング 富士見市関沢2-22-32 0492-51-9173
ドライクリーナース小池 富士見市鶴瀬西2-2-23 0492-51-1892
丸山クリーニング 三郷市鷹野4-176-1 0489-55-5526
クリーニングハウスブラックアンドホワイト 蓮田市蓮田576十王ビル103 048-768-4427
（有）クリーニングコジマ 坂戸市塚越911-3 0492-81-4662
中島商事（株） 坂戸市石井401-14 049-277-5656
クリーニングショップやまもと 坂戸市溝端町11-34 0492-83-7157
白裕舎クリーニング 幸手市北1-6-12 0480-42-2358
増山商会 幸手市北3-11-22 0480-42-1822
瀬山ドライクリーニング店 幸手市東3-29-35 0480-42-4906/0480-43-5274
洗光舎クリーニング 幸手市中1-17-3 0480-42-1525
しみ抜き竹内 幸手市中1-4-17 0480-42-5204
（株）ハクヨークリーナース 幸手市中4-23-23 0480-43-3559
（有）内野商会 鶴ヶ島市上広谷16-3 0492-85-2670
松本クリーニング 鶴ヶ島市上広谷41-4 0492-85-1850
（有）オオトモクリーナーズ 鶴ヶ島市下新田261-3 0492-85-7751
市川クリーニング店 日高市四本木1-5-31 0429-89-0161
三陽舎クリーニング店 日高市台41-4 0429-80-1616
倉持クリーニング ふじみ野市上福岡3-14-9 0492-63-4528
サカエヤ ふじみ野市北野1-8-6 0491-61-3548
（有）宮沢ランドリー ふじみ野市中央1-6-24 0492-61-0250
クリーニングトーエイ ふじみ野市丸山2-1 0492-67-0500
熊谷商会 北足立郡伊奈町小室9651-5 048-721-1240
みよしランドリー 入間郡三芳町藤久保112-9 0429-58-0349
地引クリーニング 入間郡三芳町みよし台12-12 049-259-0848
社会福祉法人めぐみ会　のびる作業所 入間郡三芳町北永井381-1 049-293-2302
三角クリーニング 入間郡三芳町北永井845-14 0429-58-3022
クリーニングたむら 入間郡三芳町上富597-8 0429-58-6040
井上クリーニング商会 入間郡毛呂山町岩井西2丁目25 0492-94-1136
スーパードライこばやし 比企郡滑川町福田158-1 0493-56-2050
藤田クリーニング店 比企郡滑川町月輪999 0493-62-4962
勝美クリーニング　嵐山店 比企郡嵐山町志賀739-6 0493-62-3224
（株）武蔵野リフレッシュサービス 比企郡小川町角山59 0493-82-0777
（有）ラブリーチェーン 比企郡小川町腰越423 0493-72-2549
ドライクリーナーズ明月 比企郡小川町大塚250-5 0493-72-0645
（有）ホイップドライ　ミツハシクリーニング 比企郡吉見町大串2552 0493-54-7145
平川商会 比企郡吉見町久保田681 0493-54-0457
野口クリーニング店 比企郡ときがわ町玉川2991-3 0493-65-0515
クリーニングショップタカハシ 秩父郡皆野町皆野1141 0494-62-0338
川口屋クリーニング 児玉郡神川町新宿38-1 0274-52-2863/0495-77-0832
クリーニングハウスやはた 児玉郡神川町八日市19-1 0495-77-0753
四谷ランドリー 児玉郡上里町七本木5635 0495-33-0515
カトレアクリーニング 南埼玉郡宮代町本田5丁目8-11 0480-33-0194
近藤クリーニング商会 南埼玉郡宮代町西粂原896-2 0480-33-8234
斉藤クリーニング店 北葛飾郡杉戸町鷲巣110-4 0480-38-0052
本多クリーニング 北葛飾郡杉戸町清地3丁目13-6 0480-31-2665
田辺商会 北葛飾郡杉戸町清地5丁目2-13 0480-32-1786/0480-32-7097
（有）大阪屋ドライクリーニング商会 北葛飾郡杉戸町杉戸3丁目3-4 0480-32-0310/0480-92-1221
白雪クリーニング 北葛飾郡杉戸町下高野596-6 0480-34-5753
キッズポケット 北葛飾郡松伏町松伏3439番地
