店名 住所 電話番号
㈲関東舎クリーニング 横浜市神奈川区西神奈川1-3-11 045-323-1738
㈱柴橋商会 横浜市神奈川区鶴屋町2-11-5SGビル 045-312-5521
㈲浅井クリーニング商会 横浜市神奈川区松本町2-18-1 045-322-1115
マルイチクリーニング商会 横浜市神奈川区三ツ沢下町5-11 045-321-6021
㈲誠光舎 横浜市神奈川区三ツ沢上町6-23 045-323-2274
㈲さわやかクリーニング 横浜市神奈川区羽沢町318-339 045-335-3434
島田クリーニング店 横浜市神奈川区片倉2-1-18 045-491-0127
浅井クリーニング商会片倉店 横浜市神奈川区片倉5-58-36 045-481-6974
小河屋クリーニング店 横浜市西区平沼1-22-6 045-321-0569
カガヤクリーニング商会 横浜市西区戸部本町15-8 045-321-9051
ドライクリーニング大橋屋 横浜市西区戸部町7-218 045-322-5750
㈲白鳩商会 横浜市西区伊勢町1-65 045-231-6749
㈲富士クリーニング商会 横浜市西区中央1-4-3 045-322-6245
㈲富久屋クリーニング商会 横浜市西区藤棚町1-61 045-231-5283
山田クリーニング店 横浜市西区久保町28-21 045-231-4524
㈲毎日屋ドライクリーニング工場 横浜市西区久保町3-14 045-231-6272
タキガワクリーニング店 横浜市西区浅間台24-2 045-311-6816
㈱サンシャイン井上 横浜市西区浅間町1-6-11 045-311-3070
㈲三宅クリーニング店 横浜市中区山下町187 045-681-4108
㈲松屋クリーニング 横浜市中区伊勢佐木町4-113 045-261-4236
㈲間瀬クリーニング 横浜市中区野毛町3-130 045-231-3102
㈲キタムラクリーニング 横浜市中区宮川町2-23 045-231-8281
㈲村田クリーニング商会 横浜市中区新山下1-9-20 045-621-2509
林クリーニング商会 横浜市中区本牧町1-134 045-621-7349
丸善クリーニング 横浜市中区本牧町2-362-12 045-623-7220
多田クリーニング商会 横浜市中区本牧町2-403 045-621-7421
ライフクリーニング 横浜市中区豆口台13 045-623-8917
宮田クリーニング商会 横浜市中区上野町4-141 045-622-5972
マルトクリーニング 横浜市中区大和町1-3 045-622-8631
㈲白光社クリーニング 横浜市中区麦田町4-107 045-621-9613
白進舎 横浜市中区山元町2-111 045-641-2616
㈲伊藤クリーニング商会 横浜市中区山元町2-96 045-681-4196
石原クリーニング 横浜市中区石川町4-158-10 045-681-2390
㈲第一クリーニング商会 横浜市南区南太田4-6-7 045-741-1419
佐々木ドライクリーニング 横浜市南区南太田4-9-9 045-741-0832
-資-横浜洋洗社 横浜市南区宿町1-18 045-731-2106
ペンギンクリーニング 横浜市南区真金町2-21 045-251-8994
吉井クリーニング店 横浜市南区高根町4-34 045-231-2633
さきやまクリーニング店 横浜市南区永楽町1-15 045-231-8420
百武クリーニング 横浜市南区中村町3-208-1 045-252-0256
杉浦クリーニング商会 横浜市南区唐沢18 045-251-8738
㈲浦部クリーニング 横浜市南区通町3-54 045-731-5698
ハイグレードクリーニングおおはし 横浜市南区若宮町2-28-8 045-714-8493
恵比寿クリーニング店 横浜市南区大岡2-13-11 045-741-2245
㈲ドライクリーニング名取商会 横浜市南区大岡4-7-10 045-711-4172
ニューランドリー 横浜市南区別所1-11-15 045-741-3435
三共クリーニング㈱ 横浜市南区永田北2-54-22 045-731-5374
初見クリーニング商会 横浜市保土ケ谷区宮田町２丁目１５６-４ 045-331-0871
㈲杉田屋クリーニング商会 横浜市保土ケ谷区天王町２丁目４２-２４ 045-331-3434
富井クリーニング店 横浜市保土ケ谷区法泉１丁目２-２１ 045-351-3361
クリーニング茂木 横浜市保土ケ谷区仏向町１３８０-５ 045-351-7216
南山クリーニング 横浜市保土ケ谷区上菅田町１２９−３０ 045-383-3959
㈲宮島クリーニング商会 横浜市保土ケ谷区峰沢町１０５ 045-332-1566
大場クリーニング店 横浜市磯子区上町3-13 045-751-1012
鷹島ランドリー 横浜市磯子区西町5-29 045-751-7473
茂木クリーニング商会 横浜市磯子区滝頭2-36-15 045-751-0764
服部クリーニング商会 横浜市磯子区磯子2-10-12 045-751-0980
内田クリーニング店 横浜市磯子区杉田4-10-9 045-773-1159
瀬戸クリーニング店 横浜市金沢区泥亀1-7-18 045-783-2678
㈲八景ランドリー 横浜市金沢区泥亀2-8-16 045-783-6556
ドライクリーニング白右舎 横浜市金沢区六浦3-41-13 045-783-6677
㈲ハイクリーナー梅沢 横浜市金沢区六浦4-9-21 045-701-6029
クリーニング門脇 横浜市金沢区六浦5-5-11 045-701-5254
小坂クリーニング店 横浜市金沢区東朝比奈3-1-3 045-701-6452
みふねクリーニング 横浜市金沢区六浦南1-34-28 045-701-5284
㈱ドライショップフジヤ 横浜市金沢区釜利谷東2-16-13 045-701-6985
㈲倉敷クリーニング 横浜市港北区菊名1-8-7 045-431-4584
吉川クリーニング店 横浜市港北区菊名3-15-44 045-421-2205
㈲いとう屋クリーニング 横浜市港北区仲手原2-45-10-2 045-401-9404
光洋舎クリーニング 横浜市港北区小机町1503 045-471-9437
㈲関口ランドリー 横浜市港北区大倉山1-14-14 045-542-6050
新津クリーニング 横浜市港北区大倉山5-12-23 045-542-1038
㈲山森クリーニング 横浜市港北区箕輪町3-6-1 045-563-8814
㈲クリーニングプラザとちぎ 横浜市港北区綱島西5-16-21 045-541-4542
ササキクリーニング 横浜市港北区新羽町1820-1 045-531-7647
須川クリーニング 横浜市港北区日吉1-8-5 045-563-4683
桜井クリーニング 横浜市港北区日吉3-19-8 045-562-0276
アレックスランドリー 横浜市港北区日吉4-4-14 045-562-1461
博信舎 横浜市港北区日吉本町2-40-2 045-561-5928
㈲ドライショップトミヤ 横浜市戸塚区戸塚町1403-17 045-861-4224
塚原クリーニング商会 横浜市戸塚区戸塚町3596 045-871-1615
㈱グレースクリーニング 横浜市戸塚区平戸2-16-33 045-824-0919
浜屋クリーニング 横浜市戸塚区前田町509-3 045-822-5048
クリーニング白鵬 横浜市戸塚区下倉田町1190 045-881-6273
㈲滝川クリーニング 横浜市戸塚区汲沢1-3-1 045-881-9046
㈲みつわ商会 横浜市戸塚区汲沢8-5-1 045-881-6317
古仲クリーニング商会 横浜市戸塚区原宿4-50-21 045-272-8924
㈲第二広野クリーニング店 横浜市戸塚区深谷町86 045-851-2602
新洋舎 横浜市港南区港南2-24-18 045-842-8579
浜一クリーニング 横浜市港南区港南4-11-3 045-843-7139
芹ヶ谷ランドリー 横浜市港南区芹が谷2-20-26 045-822-5629
勝倉白雄舎 横浜市港南区上永谷4-7-20 045-841-9513
丸山クリーニング店 横浜市港南区丸山台2-35-2 045-845-9599
クリーニングＴ＆Ｍ 港南区丸山台4-9-12吉川ビル 045-841-7752
ミカドランドリー 横浜市港南区日野4-4-18 045-841-4413
海風 横浜市港南区日野5-31-18 045-842-7550
㈲稲村クリーニング 横浜市港南区日野中央1-15-14 045-843-1020
渡辺クリーニング店 横浜市港南区日野南4-8-3 045-842-2507
㈲山本クリーニング 横浜市旭区中白根2-36-30 045-951-2485
精香舎 横浜市旭区市沢町674-1 045-373-5643
横浜白洋舎 横浜市旭区今宿南町2096 045-951-1419
㈲サツキクリーニング 横浜市旭区上川井町978-1 045-921-7347
山田クリーニング商会 横浜市緑区鴨居3-12-14 045-931-2746
ローヤルドライ 横浜市緑区鴨居5-3-7 045-933-0990
㈱真砂 横浜市緑区上山3-34-33 045-933-3005
㈲川井屋クリーニング商会 横浜市緑区中山4-29-7 045-931-1177
㈲エポッククリーニング 横浜市緑区十日市場町1865-118 045-984-1522
クリーニングショップセキジマ 横浜市緑区十日市場町853-10 045-981-2212
総合クリーニング第五セブン 横浜市緑区長津田5-9-14 045-981-0367
三浦クリーニング商会 横浜市瀬谷区相沢6-17-3 045-301-1012
クリーニング下川 横浜市瀬谷区阿久和東2-3-15 045-364-3532
柴田クリーニング商会 横浜市瀬谷区橋戸1-26-5 045-301-2843
相模白洋舎 横浜市瀬谷区橋戸2-8-9 045-301-0782
㈲大船ドライ 横浜市栄区笠間1-1-1 045-891-1383
永井クリーニング 横浜市栄区小菅ヶ谷2-10-22 045-892-3805
長谷川ランドリー 横浜市栄区公田町1638-13 045-891-7327
㈲細田 横浜市泉区中田南3-20-8 045-802-1021
富士塚ランドリー 横浜市泉区下飯田町809-4 045-801-0323
㈱エイブル 横浜市泉区上飯田町2133-1 045-804-1710
（株）あおば川手クリーニング 横浜市青葉区元石川町3716-10 045-903-1080
白王舎 横浜市青葉区荏田町430-9 045-911-1458
クリーニングホーム 横浜市青葉区鉄町1428-4 045-971-6536
㈱クリーニングショップ・ブランシェ 横浜市青葉区鴨志田町560-4井上マンション103 045-962-3371
白栄舎 横浜市青葉区しらとり台35-17 045-981-9412
ビーナスクリーニング 横浜市青葉区田奈町43-1 045-983-9401
丸勇舎クリーニング 横浜市都筑区東山田1464 045-591-5007
クリーニングショップいとうや 横浜市都筑区東山田3-17-2パークサイド101 045-591-4904
山口クリーニング 横浜市都筑区東山田町146-9 045-591-4785
斉藤クリーニング 横浜市都筑区大熊町199 045-471-8134
伊藤忠ユニダス㈱ 横浜市都筑区佐江戸町683 045-931-3850
クリーニング耀 横浜市都筑区加賀原1-23-23サンヒルズ中山102 045-943-9855
㈲ナガハマ 横浜市都筑区川和町276 045-932-5454
白洗舎 川崎市川崎区小川町16-8 044-233-1785
石川ランドリー 川崎市川崎区大師駅前1-16-20 044-266-4009
川原クリーニング 川崎市川崎区川中島1-15-12 044-288-1839
㈲みつわクリーニング商会 川崎市川崎区伊勢町11-1 044-211-2377
㈱ベニスクリーニング 川崎市川崎区昭和1-3-7 044-266-4122
㈲関口クリーニング商会 川崎市川崎区昭和2-8-6 044-288-3235
大洋舎クリーニング 川崎市川崎区台町13-12 044-266-1665
わかばクリーニング 川崎市川崎区田町1-8-14 044-277-3830
アポロクリーニング店 川崎市川崎区池上新町1-3-8 044-277-1751
クリーナーズはちまん 川崎市川崎区大島2-15-9 044-222-4829
松屋クリーニング 川崎市川崎区大島3-36-4 044-222-4128
不二クリーニング 川崎市川崎区大島4-1-15 044-222-7349
㈲つばめクリーニング商会 川崎市川崎区大島上町1-14 044-322-2249
㈲小岩商会 川崎市川崎区渡田向町25-12 044-233-1052
山ふじランドリー 川崎市川崎区小田1-19-17 044-511-5927
ファイブクリーニング 川崎市川崎区小田1-2-13 044-366-2855
吉永クリーニング 川崎市川崎区小田2-7-5 044-333-1782
ドライクリーニング土田商会 川崎市川崎区小田3-15-13 044-344-0434
㈲北洋舎 川崎市川崎区小田4-14-9 044-344-0428
冨士クリーニング 川崎市川崎区小田4-24-5 044-344-1999
十字屋クリーニング 川崎市川崎区浅田3-4-14 044-322-4006
㈲井上クリーニング商会 川崎市川崎区鋼管通2-3-12 044-322-5647
本田クリーニング 川崎市幸区中幸町4-24 044-533-5426
白栄チェーン 川崎市幸区南幸町1-7-7 044-533-1048
絹屋クリーニング 川崎市幸区塚越4-328 044-533-4539
丸正クリーニング 川崎市幸区南加瀬5-1-46 044-588-4943
ケイコーシャクリーニング 川崎市幸区北加瀬1-8-5 044-599-4566
㈲蛍光舎 川崎市幸区北加瀬3-5-7 044-588-6020
神奈川サービス 川崎市幸区鹿島田1-4-62 044-511-6747
㈲山王クリーニング 川崎市中原区上丸子山王町2-1373 044-411-7398
村富屋クリーニング 川崎市中原区新丸子東1-794 044-433-3133
越前屋クリーニング 川崎市中原区新丸子町717 044-722-5527
㈲中原クリーニング商会 川崎市中原区丸子通2-711 044-722-4862
ワイズクリーニング 川崎市中原区下沼部1712 044-411-7817
つるやクリーニング 川崎市中原区下沼部1886 044-411-6831
㈲広沢クリーニング店 川崎市中原区中丸子580 044-411-7204
ファンシークリーニング 川崎市中原区西加瀬190 044-433-6161
白楊園 川崎市中原区西加瀬9-1 044-422-0018
㈲ニューパリー 川崎市中原区木月4-54-26 044-431-5878
㈲橋爪スター商会 川崎市中原区木月祇園町4-12 044-411-8710
渡辺クリーニング 川崎市中原区井田中ノ町39-3 044-411-3405
クリーニングショップ大和 川崎市中原区下新城1-4-3 044-777-4418
㈱髙瀨ホールディングス 川崎市中原区下新城2-6-27 044-788-9298
（有）ドライセンタースワン 川崎市中原区新城5-7-22 044-866-4843
富士クリーニング 川崎市中原区小杉町2-199 044-722-1292
小杉ランドリー 川崎市中原区小杉町3-24 044-722-5268
-資-双葉屋 川崎市中原区小杉町3-252 044-722-3956
和泉クリーニング店 川崎市中原区今井仲町383 044-722-7709
㈲今井クリーニング 川崎市高津区諏訪1-3-6 044-822-3998
中央化学ドライクリーニング 川崎市高津区諏訪2-11-6 044-822-5446
㈲吉野商会 川崎市高津区諏訪3-3-1 044-833-1725
石原クリーニング㈱ 川崎市高津区下野毛2-1-2 044-811-8180
旭クリーニング 川崎市高津区坂戸3-4-17 044-822-7943
㈱誠屋 川崎市高津区末長1-23-11 044-865-3313
ランドリー白青舎 川崎市高津区末長1-50-37 044-866-4720
㈲幸伸 川崎市高津区末長3-30-20 044-877-2044
パールクリーニング 川崎市高津区千年594 044-788-5193
イワタクリーナー 川崎市多摩区菅北浦2-1-17 044-944-0598
クリーニングほんだ 川崎市多摩区中野島3-31-35 044-922-5189
はすみクリーニング 川崎市多摩区登戸289-5 044-933-3380
小林クリーニング 川崎市多摩区宿河原4-22-32 044-911-3149
森山クリーニング 川崎市多摩区桝形2-23-19 044-911-8341
白興舎 川崎市多摩区西生田4-12-20 044-966-7012
クリーニングまつむら 川崎市多摩区西生田5-27-12 044-966-8729
成城ドライクリーニング 川崎市多摩区生田7-7-2 044-911-2657
ダイヤモンドクリーニング 川崎市宮前区東有馬1-2-12 044-854-5223
豊栄クリーニング 川崎市宮前区東有馬2-6-4 044-877-0620
中沢クリーニング 川崎市宮前区有馬6-4-6 044-855-8292
㈱丸八クリーニング 川崎市宮前区土橋3-10-18 044-866-0028
マルキクリーニング 川崎市宮前区平3-9-32 044-977-5057
鳥羽クリーニング 川崎市宮前区平5-1-16 044-877-5451
シオカワクリーニング 川崎市宮前区けやき平2-17 044-852-4436
落合クリーニング 川崎市宮前区馬絹1367 044-866-1223
冨士クリーニング商会 川崎市宮前区馬絹636 044-866-4642
北條クリーニング 川崎市宮前区野川本町3-14-34 044-766-7710
㈲野川兼六舎 川崎市宮前区南野川3-17-45 044-788-0982
㈱和光 川崎市麻生区百合丘1-5-16 044-955-7700
水野クリーニング 川崎市麻生区古沢199 044-966-7545
津久井クリーナー 相模原市緑区城山町原宿3-4-5 042-782-4628
㈲関根クリーニング 相模原市緑区城山町久保沢1-1-15 042-782-2600
榊クリーニング商会 相模原市緑区二本松3-17-24 042-772-0964
清洗舎吉田ランドリー 相模原市緑区橋本6-15-5 042-772-2023
三栄クリーニング 相模原市緑区橋本8-17-23 042-772-4972
㈲多摩ランドリー 相模原市緑区東橋本2-23-2 042-773-1304
白栄舎 相模原市中央区陽光台2-18-14 042-754-3703
㈱ダイヤドライセンター 相模原市中央区陽光台2-21-20 042-758-5555
長野ランドリー 相模原市中央区陽光台2-21-7 042-754-6459
エクセルクリーナース 相模原市中央区並木3-18-27 042-758-3778
㈱エコクリーニング　クレオ 相模原市中央区弥栄2-9-10 042-750-4733
㈱東洋ランドリー 相模原市中央区千代田4-1-5 042-753-0028
㈱大成舎 相模原市中央区千代田7-13-15 042-752-6663
和光クリーニング 相模原市中央区星が丘2-7-24 042-752-5309
㈲清洗舎 相模原市中央区上溝2-4-19 042-762-1492
太田屋クリーニング店 相模原市中央区水郷田名1-6-5 042-762-5455
大成舎 相模原市南区上鶴間5-8-9 042-744-2477
（有）ドライクリーナートップ 相模原市南区上鶴間6-21-15 042-743-7885
桔梗屋 相模原市南区上鶴間6-27-3 042-743-7753
秋山クリーニング 相模原市南区相模大野5-23-4 042-742-7727
サニー 相模原市南区相模大野5-25-9 042-742-1675
三洋 相模原市南区相模大野6-15-11 042-742-1018
きぬたやクリーニング 相模原市南区文京2-7-1 042-744-0112
大成舎 相模原市南区東林間3-7-10 042-743-2579
東林間クリーニング店 相模原市南区東林間4-13-6 042-742-4151
クリーニング西村商会 相模原市南区相南1-12-10 042-742-9976
太洋ランドリー 相模原市南区相南4-3-1 042-742-1574
岩瀧クリーニング 相模原市南区松が枝町16-3 042-743-3863
丸一クリーニング店 相模原市南区御園2-23-12 042-742-7176
ヤマトクリーニング店 相模原市南区御園3-10-2 042-746-2754
みゆきクリーニング 相模原市南区御園3-39-14 042-743-0586
市川クリーニング 相模原市南区相模台1-6-10 042-744-1724
丸高クリーニング 相模原市南区相模台6-26-5 042-743-6860
後藤クリーニング商会 相模原市南区相模台6-27-5 042-745-5090
五十嵐ランドリー 相模原市南区麻溝台5-8-2 042-746-0402
長野ランドリー 相模原市南区西大沼1-20-19 042-752-7313
清原クリーニング 相模原市南区東大沼3-1-2 042-743-9248
岩滝クリーニング 相模原市南区若松2-15-6 042-744-2783
㈲ジョイフルクリーニングアサヒ 相模原市南区若松4-17-19 042-744-0151
追浜クリーニング 横須賀市追浜町2-64 046-865-4266
㈱竹川商会クリーニング工場 横須賀市追浜南町1-20 046-865-2950
樋川クリーニング店 横須賀市鷹取2-6-25 046-865-2190
白石クリーニング店 横須賀市追浜本町2-32 046-865-3844
㈲高橋クリーニング 横須賀市船越町7-1 046-860-1727
フカヤクリーニング店 横須賀市安浦町1-4 046-822-4266
㈲浜倉 横須賀市安浦町3-25 046-822-3214
㈱東洋ランドリー 横須賀市三春町3-1 046-822-3241
南洋舎クリーニング店 横須賀市富士見町2-70 046-823-1269
杉沢クリーニング店 横須賀市公郷町2-11-12 046-851-1800
大津クリーニング店 横須賀市公郷町5-103-5 046-851-0417
ヒグマクリーニング 横須賀市大矢部5-13-6 046-836-5460
衣笠クリーニング 横須賀市衣笠町3-14 046-851-5993
清巧舎クリーニング店 横須賀市小矢部1-3-17 046-834-0164
㈲クサノ 横須賀市衣笠栄町2-17 046-851-0362
㈲イシカワ 横須賀市池上4-1-15 046-851-2624
光真社 横須賀市坂本町2-22 046-822-5402
鈴木クリーニング 横須賀市東逸見町1-55 046-827-3166
黒田クリーニング店 横須賀市東逸見町2-71 046-825-1989
㈲東要社 横須賀市西浦賀5-6-2 046-841-1553
クリーニングショップおしだ 横須賀市若宮台23-33 046-842-2720
渋谷ランドリー 横須賀市久里浜5-13-19 046-835-0643
久里浜クリーニング 横須賀市久里浜7-13-19 046-834-1484
ヤマサンクリーナーズ 平塚市横内3748-8 0463-55-1380
第一三共ハピネス 平塚市四之宮1-12-1 0463-31-7194
大クリーニング 平塚市四之宮3-5-27 0463-21-3278
八幡クリーニング 平塚市東八幡2-5-50 0463-22-7342
東京ホールセール㈱ 平塚市東八幡4-14-8 0463-21-6337
白洋軒クリーニング 平塚市東真土1-9-63 0463-55-4859
㈲カネヤ商会 平塚市明石町13-14 0463-21-0865
㈲山田屋クリーニング 平塚市平塚2-12-12 0463-31-1271
貴峯荘 平塚市達上ヶ丘1-9 0463-31-0617
白光舎クリーニング 平塚市南原1-2-23-1 0463-32-0366
不二ランドリー 平塚市豊田打間木42 0463-55-1868
㈲小菅クリーニング 平塚市松風町11-20 0463-24-1192
白清舎クリーニング 平塚市黒部丘13-1 0463-31-2731
水島クリーニング店 平塚市真田3-22-5 0463-58-5664
湘南ランドリー 平塚市岡崎4075 0463-58-1456
やまクリーニング 鎌倉市小袋谷2-21-11 0467-46-1228
㈱白洋舎湘南支店 鎌倉市大船1737 0467-45-8695
はくせん 鎌倉市大船4-7-15 0467-46-2958
白清舎 鎌倉市台3-5-14 0467-46-3883
㈲川村クリーニング店 鎌倉市山ノ内404 0467-22-4237
かとうクリーニング 鎌倉市山崎307 0467-46-1905
玉縄クリーニング 鎌倉市玉縄1-2-2 0467-46-1408
是川クリーニング 鎌倉市城廻670-6 0467-45-7881
せんたくや・どっとこむ 鎌倉市十二所924 0467-22-9097
スピードクイン雪の下 鎌倉市雪ノ下3-1-26 0467-23-1841
㈲エヌシーエス中杉クリーニングサービス 鎌倉市小町2-9-7 0467-22-3351
山口屋クリーニング 鎌倉市由比ガ浜3-10-12 0467-22-2602
中央ランドリー 鎌倉市由比ガ浜3-3-22 0467-22-8856
稲村クリーニング 鎌倉市稲村ガ崎3-4-2 0467-22-3255
岩沢ランドリー 鎌倉市腰越1602 0467-32-2534
松本クリーニング店 鎌倉市腰越5-10-10 0467-32-2360
㈱S.K.LAUNDRY 鎌倉市津西1-5-2 0467-31-7565
エースクリーニング 藤沢市大鋸965-1 0466-26-1775
サワヤカクリーニング 藤沢市藤が岡3-4-6 0466-23-7341
宮崎クリーニング 藤沢市鵠沼神明4-5-22 0466-22-3081
宮崎ランドリー 藤沢市本鵠沼2-15-9 0466-36-7380
いせ山クリーニング商会 藤沢市本鵠沼5-10-9 0466-22-1511
藤ヶ谷商会 藤沢市鵠沼藤が谷1-11-27 0466-22-6066
㈲高田クリーニング 藤沢市鵠沼藤が谷2-9-24 0466-22-5508
クリーニングクリスタル 藤沢市片瀬4-13-26 0466-24-1116
㈱大洋舎 藤沢市辻堂神台2-4-43 0466-33-2101
金子クリーニング店 藤沢市辻堂新町2-17-27 0466-36-5423
㈱斎藤クリーニング商会 藤沢市藤沢547 0466-22-3282
星野ランドリー 藤沢市本町1-6-19 0466-23-0286
㈱丸山クリーニング商会 藤沢市羽鳥2-4-23 0466-33-3571
いづみランドリー 藤沢市高倉2150 0466-43-4165
野中クリーニング商会 藤沢市高倉860 0466-44-0225
㈲クリーニング湘南社 藤沢市湘南台7-39-13 0466-44-3468
㈱プリンスリフレッシュサービス営業部 藤沢市遠藤2017-3 0466-87-3346
㈱まつばドライ 藤沢市遠藤629-1 0466-87-7974
㈲コトブキランドリー 藤沢市葛原2331-7 0466-48-7456
㈲エクセルマツヤ 小田原市中町3-11-38 0465-23-3370
サニークリーニング 小田原市本町2-12-9 0465-23-3393
㈲松屋クリーニング 小田原市入生田188 0465-22-0467
彦ちゃん屋クリーニング 小田原市板橋207 0465-23-2628
㈲金子商会本店 小田原市栢山1045-1 0465-36-3885
堀の内ランドリー 小田原市堀之内83-4 0465-36-0916
白屋クリーニング 小田原市飯田岡639 0465-34-5065
斎藤クリーニング 小田原市飯泉861-2 0465-47-7367
サンホークリーニング 小田原市鴨宮598-3 0465-48-9362
ドライクリーニング富士 小田原市鴨宮773-3 0465-48-3589
鴨宮ランドリー 小田原市南鴨宮2-19-19 0465-47-4812
㈱ベスト商会 小田原市中新田字中河原277-1 0465-48-6272
㈲川瀬商事 小田原市国府津1992 0465-48-1165
小野クリーニング店 小田原市国府津2438-4 0465-48-6067
鈴木クリーニング 小田原市酒匂2-40-7 0465-47-2261
協栄クリーニング 茅ヶ崎市鶴が台10-2-105 0467-51-0414
クリーニングコーヨーウォッシュマン 茅ヶ崎市甘沼845 0467-52-1055
藤新クリーニング 茅ヶ崎市旭が丘5-7 0467-82-8273
三洋クリーニング 茅ヶ崎市東海岸南1-9-9 0467-82-2802
クリーニングショップあらい 茅ヶ崎市萩園2585-2 0467-57-2953
みなとやランドリー 逗子市久木4-1-10 046-871-3125
山下クリーニング店 逗子市山の根3-6-17 046-871-3791
今井クリーニング 逗子市池子1-1-27 046-871-6947
佐々木クリーニング店 逗子市沼間3-2-8 046-871-5810
白清舎 逗子市逗子1-9-39 046-871-3057
中田クリーニング店 逗子市逗子4-1-7-103 046-873-0888
新光舎 逗子市逗子5-2-43 046-871-2443
サンライズ 逗子市小坪1-1262-1 0467-24-1278
㈲太陽舎 逗子市小坪2-3-2 0467-25-1141
田ノ上第一クリーニング商事㈱ 三浦市三崎町小網代956 046-882-4950
柏木クリーニング店 秦野市鶴巻南3-1-14 0463-77-2178
㈲大川クリーニング商会 秦野市今泉162 0463-81-2843
㈲フラワークリーニング 秦野市今川町7-28 0463-82-7535
㈲クリーニングアイハラ 秦野市清水町2-4 0463-83-2223
㈲冨士クリーニング 秦野市春日町5-7 0463-88-0253
㈲クリーニングきりやま 秦野市柳町1-10-30 0463-88-0370
㈲神戸屋クリーニング店 厚木市寿町2-2-9 046-221-0734
㈲大川クリーニング店 厚木市泉町7-18 046-228-4275
㈲フットドライクリーナー戸室店 厚木市戸室4-1-30 046-225-3999
新進堂クリーニング 厚木市愛甲1042 046-228-1277
服部クリーニング 厚木市愛甲西3-3-9 046-248-3957
㈱FIL 厚木市飯山2977-1 046-290-0018
㈱三峰 厚木市上依知1425-1 046-245-0333
本間クリーニング店 厚木市金田810 046-221-3677
白栄ランドリー 大和市福田1-15-2 046-267-1052
㈲湘南エースシステム 伊勢原市伊勢原1-18-23 0463-95-1140
杉山クリーニング店 伊勢原市桜台2-24-22 0463-95-3273
㈲共栄クリーニング商会 伊勢原市東大竹1130 0463-95-0433
㈲丸正クリーニング 伊勢原市上粕屋1261 0463-95-0575
今井ランドリー商会 海老名市東柏ケ谷3-1-1 046-231-5073
キャメルクリーニング 海老名市国分寺台4-5-2 046-232-9124
㈱プゥル・ヴー クリーニングハウスハイジ 海老名市大谷北4-1-33 046-233-2155
㈲神栄クリーニング商会 海老名市門沢橋4-12-8 046-238-0588
ドライクリーニング白馬商会 座間市相模が丘3-66-2 046-258-3230
協和クリーニング 座間市相模が丘4-55-5 046-253-4871
ムラカミクリーニング相模原店 座間市相模が丘5-46-13 042-744-3460
中村クリーニング店 座間市相模が丘6-21-33 046-251-0927
丸一ランドリー 座間市東原4-11-30 046-253-2647
㈲池田クリーニング 座間市さがみ野1-9-74 046-251-2261
